# Data format: "%int(ChipTimeUS),%float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ),%float(RawAccelX),%float(RawAccelY),%float(RawAccelZ)"
838128915,0.06703,1.22002,-0.23292,0.00488,1.23242,-0.23340
838133753,-1.40831,1.07307,0.61178,-1.44531,1.05273,0.56250
838138601,-0.15698,1.36614,0.26860,-0.22168,1.36914,0.25879
838143440,1.05473,0.74298,-0.42992,0.99023,0.77441,-0.39648
838148077,0.51155,0.80588,-0.57994,0.45508,0.83008,-0.56348
838152920,-0.99617,1.02791,0.22425,-1.03711,1.01855,0.18945
838157768,-0.78038,1.62414,0.48054,-0.84277,1.61426,0.44922
838162612,0.58365,0.75487,-0.12883,0.52539,0.77539,-0.11133
838167452,1.06780,0.47248,-0.45010,1.01074,0.50488,-0.41504
838172290,-0.90927,1.23209,0.14398,-0.95703,1.22461,0.11133
838177136,-0.96766,1.66685,0.52978,-1.02832,1.65332,0.49219
838181976,0.32537,0.93790,0.03005,0.26563,0.95215,0.03809
838186813,1.29836,0.39021,-0.56260,1.24023,0.42773,-0.51953
838191447,-0.37745,1.03535,-0.05989,-0.42773,1.03906,-0.07422
838196294,-1.10351,1.24054,0.62731,-1.15039,1.22461,0.58691
838201146,-0.44639,1.10400,0.29823,-0.49902,1.10254,0.28027
838205989,0.96326,0.54708,-0.31518,0.90527,0.57617,-0.28418
838210823,0.64267,0.93010,-0.48071,0.58008,0.95508,-0.46094
838215666,-1.13193,1.09694,0.51885,-1.17383,1.08203,0.47852
838220510,-0.77416,1.56112,0.27531,-0.83398,1.55371,0.24512
838225354,0.87444,0.46468,-0.10794,0.81934,0.49023,-0.08008
838229984,0.95756,0.59991,-0.59106,0.89941,0.63184,-0.55957
838234823,-0.86966,0.98980,0.32588,-0.91211,0.98145,0.29492
838239658,-0.81936,1.77324,0.36680,-0.88477,1.76367,0.33398
838244498,0.41010,0.54414,-0.05955,0.36035,0.56152,-0.04688
838249330,1.18259,0.62340,-0.61672,1.12012,0.65918,-0.57813
838254171,-0.13522,1.03143,-0.06074,-0.18945,1.03906,-0.06738
838259019,-0.98341,1.53482,0.51306,-1.04004,1.52148,0.47559
838263865,-0.19170,0.89313,0.18246,-0.24219,0.89746,0.17383
838268498,1.24702,0.63081,-0.47079,1.18262,0.66602,-0.43066
838273336,0.18909,0.95276,-0.33198,0.13281,0.96875,-0.32715
838278174,-1.10290,1.45180,0.53022,-1.15527,1.43652,0.48926
838283025,-0.57626,1.32324,0.29055,-0.63281,1.31934,0.26758
838287865,1.00789,0.62214,-0.36428,0.94727,0.65234,-0.33203
838292704,0.56768,0.70148,-0.46950,0.51270,0.72559,-0.45117
838297545,-0.79346,1.29846,0.29832,-0.84570,1.29102,0.26855
838302386,-1.06094,1.71921,0.43793,-1.12109,1.70508,0.39746
838307225,0.55324,0.67207,0.03834,0.49707,0.69043,0.05469
838311852,1.17387,0.45350,-0.59659,1.11621,0.48926,-0.55762
838316697,-0.41322,1.08066,0.09329,-0.46484,1.08203,0.07715
838321542,-1.13844,1.71207,0.47661,-1.19727,1.69629,0.43359
838326385,0.11600,0.80479,0.25363,0.06250,0.81348,0.25488
838331223,1.13156,0.45687,-0.52959,1.07422,0.49121,-0.49219
838336066,0.06552,0.97378,-0.11439,0.00977,0.98535,-0.11426
838340907,-1.08305,1.54018,0.40945,-1.13770,1.52637,0.36914
838345755,-0.65132,0.91203,0.33723,-0.69531,0.90723,0.31348
838350386,1.19302,0.67191,-0.37191,1.12793,0.70508,-0.33398
838355220,0.62673,0.49313,-0.37624,0.57617,0.51758,-0.35547
838360066,-1.11966,1.32390,0.26470,-1.16699,1.31152,0.22461
838364908,-0.75524,1.43521,0.42114,-0.81250,1.42676,0.39160
838369751,0.71989,0.76692,-0.16837,0.65918,0.79004,-0.14648
838374587,0.84765,0.37738,-0.43372,0.79688,0.40625,-0.40527
838379437,-0.83853,1.35178,0.09815,-0.89063,1.34570,0.06738
838384283,-1.03183,1.62027,0.47087,-1.08984,1.60645,0.43164
838388919,0.08387,1.01847,0.15073,0.02539,1.02734,0.15039
838393749,1.22303,0.32771,-0.57321,1.16797,0.36426,-0.53223
838398599,0.18356,1.06403,-0.27647,0.12402,1.07910,-0.27246
838403439,-1.27114,1.37026,0.52052,-1.31836,1.35254,0.47461
838408282,-0.24666,1.28545,0.27405,-0.30762,1.28711,0.26172
838413113,0.94105,0.48119,-0.19914,0.88477,0.50879,-0.16895
838417941,0.33706,0.89198,-0.39181,0.28027,0.91113,-0.38184
838422781,-1.30874,1.34325,0.50102,-1.35449,1.32520,0.45410
838427616,-0.58151,1.50920,0.37479,-0.64355,1.50391,0.35059
838432240,0.61442,0.75255,-0.11708,0.55566,0.77344,-0.09863
838437078,1.06830,0.36847,-0.56421,1.01465,0.40234,-0.52832
838441919,-0.84623,1.19930,0.01349,-0.89355,1.19434,-0.01660
838446764,-0.81461,1.75071,0.46061,-0.87988,1.74023,0.42773
838451608,0.40766,0.93448,0.01763,0.34668,0.95020,0.02832
838456443,1.13048,0.31040,-0.50372,1.07715,0.34473,-0.46582
838461291,-0.53742,1.18120,-0.11200,-0.58887,1.18262,-0.13184
838466128,-0.98171,1.56021,0.51115,-1.03906,1.54688,0.47363
838470770,0.02803,1.06864,0.00379,-0.03027,1.07813,0.00195
838475607,0.78671,0.17905,-0.13870,0.74121,0.20410,-0.11230
838480438,0.32711,0.78921,-0.40858,0.27344,0.80859,-0.39844
838485281,-1.26060,1.27958,0.56584,-1.30566,1.26172,0.52051
838490128,-0.70123,1.72513,0.43633,-0.76758,1.71680,0.40723
838494967,0.90300,0.41017,-0.03952,0.84863,0.43555,-0.01074
838499794,1.10027,0.52344,-0.83987,1.04297,0.56055,-0.80273
838504637,-1.16896,0.94003,0.34399,-1.20508,0.92676,0.30371
838509478,-0.16701,2.15293,0.34771,-0.25391,2.15332,0.33398
838514114,0.54318,0.52426,-0.15890,0.49219,0.54492,-0.14160
838518942,0.74078,0.68491,-0.74351,0.68457,0.71484,-0.71875
838523790,-0.66701,1.13909,0.05065,-0.71582,1.13672,0.02637
838528639,-1.28360,1.57079,0.67460,-1.33691,1.55078,0.62695
838533477,-0.35705,1.20084,0.33696,-0.41406,1.20020,0.32129
838538307,1.17763,0.41959,-0.64878,1.12109,0.45605,-0.60938
838543151,0.30870,1.06441,-0.50284,0.24805,1.08398,-0.49414
838547996,-0.94062,1.91019,0.36340,-1.00781,1.89844,0.32617
838552638,0.47984,1.20606,-0.00605,0.41016,1.22266,0.00586
838557460,0.76841,0.54591,0.09368,0.71191,0.56738,0.11719
838562284,0.28776,0.55151,0.07565,0.23926,0.56543,0.08398
838567126,-0.67417,1.41989,0.21471,-0.73145,1.41504,0.18848
838571972,-1.18485,2.17155,0.28016,-1.25488,2.15625,0.23438
838576813,0.45769,0.79144,0.34168,0.39844,0.80469,0.35352
838581642,1.18465,0.40774,-0.55989,1.12793,0.44336,-0.52051
838586488,-0.03334,1.54736,0.11163,-0.10449,1.55371,0.10547
838591329,-1.66567,1.46715,0.29929,-1.70801,1.44531,0.24121
838595966,0.26192,0.93728,0.05851,0.20313,0.95020,0.06445
838600784,1.52183,0.33973,-0.46508,1.46094,0.37988,-0.41504
838605608,0.10491,0.81878,-0.09180,0.05273,0.83105,-0.08984
838610426,-0.84049,1.69747,0.56506,-0.90430,1.68555,0.53125
838615251,-0.53002,1.25569,0.17710,-0.58496,1.25391,0.15625
838620063,2.10788,0.77087,-0.97564,2.02734,0.82520,-0.90723
838624884,0.20265,0.66600,-0.13866,0.15332,0.68066,-0.13281
838629711,-0.81414,1.57391,0.57937,-0.87500,1.56250,0.54688
838634351,-1.11072,1.66114,0.77923,-1.16992,1.64258,0.73633
838639184,1.22647,1.11323,-0.14477,1.14746,1.14355,-0.10840
838644032,-0.08526,-0.26117,0.01644,-0.10449,-0.25098,0.01660
838648883,-0.19946,1.39655,0.56890,-0.26563,1.39551,0.55664
838653730,-1.86294,1.33339,0.57050,-1.89941,1.30566,0.50586
838658576,0.54200,1.06057,0.38032,0.47363,1.07422,0.39355
838663413,0.44039,0.57503,-0.58748,0.39160,0.59863,-0.57227
838668258,0.08470,1.35419,-0.46413,0.01953,1.36914,-0.46387
838672900,-1.32757,1.43330,-0.05841,-1.37305,1.42090,-0.10449
838677736,0.35445,1.26313,0.46160,0.28320,1.27246,0.46777
838682570,1.04956,0.28308,-0.43661,0.99805,0.31543,-0.40137
838687415,1.94090,1.02361,-0.39416,1.85352,1.06836,-0.33398
838692269,-1.57399,1.25799,0.36702,-1.61230,1.23730,0.31250
838697100,0.03838,1.28477,0.27479,-0.02734,1.29102,0.27148
838701940,0.91156,0.90480,-0.16211,0.84375,0.93066,-0.13477
838706782,1.13508,0.68528,-0.30927,1.07031,0.71680,-0.27344
838711629,-0.27432,0.99634,0.37069,-0.32715,0.99707,0.35840
838716262,-1.23069,1.79282,0.65427,-1.29102,1.77344,0.60742
838721090,-0.16364,0.44749,0.18653,-0.20215,0.45313,0.18066
838725925,1.29105,0.25783,-0.68834,1.23730,0.29688,-0.64453
838730768,-0.02430,1.10670,0.27309,-0.08398,1.11230,0.26855
838735614,-1.12687,1.48436,0.07456,-1.17773,1.47363,0.03418
838740451,-0.60314,1.01763,0.22250,-0.65039,1.01465,0.20020
838745284,1.12644,0.30298,-0.47227,1.07324,0.33691,-0.43457
838750124,0.08881,0.89035,-0.37022,0.03613,0.90527,-0.36816
838754761,-0.85193,1.10849,0.64522,-0.89941,1.09668,0.61328
838759598,-0.61178,2.07456,0.66619,-0.69043,2.06445,0.63770
838764443,0.52450,0.46007,-0.15074,0.47559,0.48047,-0.13379
838769282,0.38568,0.15499,-0.15644,0.34766,0.17383,-0.14258
838774124,-0.72800,1.17242,0.41230,-0.77832,1.16504,0.38477
838778962,-1.53696,1.60745,-0.45762,-1.58203,1.59570,-0.50977
838783810,-0.04892,0.83280,0.06696,-0.09961,0.84082,0.06348
838788642,0.44549,0.30875,-0.85821,0.40527,0.33594,-0.84082
838793489,-0.31251,1.48693,0.25740,-0.37793,1.48730,0.24219
838798129,-1.03371,1.58027,0.74607,-1.09180,1.56348,0.70605
838802969,-0.61028,0.87193,0.22113,-0.65332,0.86914,0.19922
838807789,1.04553,0.45726,-0.88740,0.99121,0.49414,-0.85156
838812626,-0.20195,1.04255,-0.39267,-0.25391,1.05273,-0.40039
838817479,-1.22579,1.45659,0.34015,-1.27539,1.44141,0.29590
838822326,-1.44903,0.99965,0.19344,-1.48145,0.98340,0.14453
838827172,1.22584,0.57685,0.01952,1.16113,0.60645,0.05762
838832013,0.13491,0.76076,-0.34088,0.08496,0.77637,-0.33691
838836656,-0.83287,1.10453,0.49078,-0.87988,1.09473,0.45996
838841501,-0.55828,1.52529,0.35942,-0.62109,1.52051,0.33594
838846337,0.10694,0.74710,-0.29008,0.05762,0.76172,-0.28711
838851182,0.49674,0.36832,-0.88309,0.45410,0.39648,-0.86426
838856025,-0.38850,1.26197,0.24416,-0.44629,1.26172,0.22754
838860865,-1.26329,1.68816,0.25415,-1.31836,1.67285,0.20801
838865703,0.62618,1.23620,-0.34368,0.55469,1.25879,-0.32617
838870537,1.76793,0.32090,-0.83743,1.70508,0.36914,-0.77832
838875174,0.29544,0.97556,-0.23827,0.23633,0.99219,-0.23047
838880019,-0.66461,1.47422,0.00889,-0.72266,1.47168,-0.01660
838884861,0.51231,1.13076,0.40116,0.44238,1.14355,0.41309
838889697,0.47237,0.59918,-0.03484,0.41992,0.61719,-0.02051
838894540,-0.35070,0.35587,-0.41046,-0.38086,0.36523,-0.41992
838899390,-1.00922,1.24354,0.59396,-1.05762,1.22949,0.55664
838904235,-1.28833,1.39086,0.32226,-1.33496,1.37500,0.27637
838909077,0.63082,0.32049,-0.14099,0.58398,0.34277,-0.12012
838913918,1.69009,0.36743,-0.99152,1.62793,0.41602,-0.93457
838918551,-0.67126,1.15268,0.12335,-0.72070,1.14941,0.09863
838923396,-0.28867,1.70103,0.00772,-0.35938,1.70410,-0.00684
838928236,-0.02226,0.72046,0.30175,-0.07129,0.72656,0.29883
838933068,1.56988,0.25571,-0.29354,1.50977,0.29492,-0.24219
838937910,0.44947,0.66981,-0.05243,0.39551,0.68750,-0.03906
838942754,-0.94895,1.43988,0.38420,-1.00293,1.42871,0.34863
838947603,-0.91646,1.05515,0.32764,-0.95996,1.04590,0.29492
838952436,1.01665,0.57133,-0.52349,0.95801,0.60352,-0.49023
838957077,1.29224,0.90660,-0.77478,1.22070,0.94531,-0.73340
838961924,-1.29849,1.36211,0.45179,-1.34473,1.34473,0.40527
838966773,0.33771,1.53167,0.11938,0.26074,1.54395,0.12500
838971603,1.28582,0.46984,-0.10236,1.22363,0.50195,-0.06152
838976449,1.00361,0.49900,-0.53514,0.94727,0.53125,-0.50195
838981289,-1.36811,1.17831,-0.16990,-1.40527,1.16699,-0.21582
838986140,-0.70036,1.45007,0.16276,-0.75781,1.44531,0.13574
838990973,0.63264,1.09320,0.01018,0.56348,1.11230,0.02734
838995805,0.99159,0.30004,-0.40334,0.94043,0.33105,-0.37012
839000435,-0.36433,1.09601,-0.39708,-0.41504,1.10352,-0.41016
839005324,-1.33426,1.26570,0.61907,-1.37793,1.24609,0.57129
839010153,-0.33587,1.18299,0.07952,-0.39160,1.18555,0.06543
839014995,1.20165,0.24589,-0.39261,1.14844,0.28027,-0.35254
839019842,-0.22530,0.90777,-0.31510,-0.27344,0.91699,-0.32324
839024674,-1.15799,1.37111,0.49733,-1.20703,1.35547,0.45508
839029521,-0.52067,1.45950,0.30504,-0.58203,1.45605,0.28320
839034360,0.55538,0.32675,0.05052,0.50879,0.34570,0.06836
839038984,0.69491,0.30746,-0.16365,0.64746,0.33105,-0.14063
839043826,-0.76827,1.09498,0.34074,-0.81543,1.08789,0.31250
839048661,-1.00672,1.82857,0.31812,-1.07031,1.81641,0.27930
839053508,0.68768,0.65991,-0.24716,0.63086,0.68359,-0.22559
839058350,1.00151,0.42696,-0.32572,0.94629,0.45703,-0.29297
839063192,-0.79339,1.24788,-0.03011,-0.84277,1.24414,-0.05859
839068030,-0.95880,1.90704,0.31693,-1.02539,1.89551,0.27930
839072872,-0.19390,0.71115,0.18176,-0.23926,0.71582,0.17383
839077499,1.09073,0.22450,-0.18637,1.03906,0.25488,-0.15039
839082347,0.61911,0.92377,-0.37907,0.55664,0.94727,-0.36035
839087194,-1.19107,1.41114,0.61808,-1.24121,1.39355,0.57422
839092042,-0.62530,1.45891,0.45336,-0.68555,1.45215,0.42773
839096880,1.07366,0.54483,-0.26872,1.01367,0.57520,-0.23438
839101723,0.52654,0.92105,-0.40652,0.46582,0.94336,-0.39063
839106572,-1.10974,1.08686,0.43581,-1.15137,1.07324,0.39648
839111416,-0.85864,1.51701,0.32287,-0.91602,1.50781,0.29004
839116251,0.66717,0.45707,0.23074,0.61426,0.47559,0.25098
839120878,1.14911,0.42707,-0.63315,1.09277,0.46289,-0.59473
839125715,-0.23322,1.01811,0.09711,-0.28613,1.02246,0.08691
839130559,-0.51597,1.83186,0.53671,-0.58887,1.82520,0.51270
839135399,-0.05486,0.92801,0.35266,-0.10938,0.93262,0.34766
839140239,0.95917,0.44266,-0.56239,0.90527,0.47461,-0.53027
839145072,-0.33869,1.06044,-0.21288,-0.38965,1.06641,-0.22559
839149917,-0.75282,1.54818,0.46465,-0.81348,1.53906,0.43457
839154751,0.08952,1.21701,0.14943,0.02539,1.22559,0.14844
839159382,1.26420,0.63032,-0.40178,1.19922,0.66504,-0.36133
839164220,0.72273,0.80133,-0.41619,0.66211,0.82715,-0.39355
839169066,-1.02921,1.28931,0.27735,-1.07715,1.27832,0.24023
839173911,-0.63203,1.59398,0.09066,-0.69434,1.59082,0.06543
839178758,0.53111,0.55884,0.03170,0.47852,0.57715,0.04785
839183591,0.81739,0.46457,-0.64695,0.76563,0.49512,-0.61914
839188430,-0.50130,1.34652,0.02570,-0.55859,1.34668,0.00586
839193260,-0.74036,1.55380,0.54951,-0.80176,1.54395,0.51953
839198100,0.25058,0.80163,0.16411,0.19531,0.81348,0.16992
839202734,1.05303,0.34680,-0.50993,1.00000,0.37988,-0.47461
839207566,-0.03923,1.33138,-0.04978,-0.10352,1.33984,-0.05469
839212416,-1.49762,1.46917,0.55164,-1.54395,1.44727,0.49805
839217257,-0.80702,1.19975,0.55698,-0.85742,1.18945,0.52637
839222099,1.18764,0.55490,-0.16453,1.12500,0.58594,-0.12695
839226945,1.11051,0.58613,-0.28539,1.04883,0.61719,-0.25000
839231788,-1.21179,1.29703,0.26653,-1.25684,1.28320,0.22363
839236638,-0.75786,1.40360,0.47987,-0.81445,1.39453,0.45020
839241275,0.75093,0.60565,-0.19454,0.69434,0.62988,-0.17090
839246117,0.89233,0.44391,-0.63570,0.83984,0.47559,-0.60547
839250960,-1.13484,1.14106,0.25558,-1.17676,1.12891,0.21582
839255805,-1.04736,1.76626,0.28779,-1.10840,1.75391,0.24805
839260646,0.73646,0.76914,-0.03075,0.67480,0.79102,-0.00879
839265479,1.23534,0.27081,-0.56796,1.18164,0.30762,-0.52637
839270317,0.02239,1.18104,-0.19444,-0.03809,1.19238,-0.19629
839275169,-1.21886,1.35082,0.34242,-1.26563,1.33594,0.29883
839279810,-0.27606,1.13914,0.18422,-0.33203,1.14160,0.17188
839284645,0.98970,0.34600,-0.23065,0.93652,0.37500,-0.19824
839289490,0.24887,0.91940,-0.51920,0.19336,0.93848,-0.51172
839294337,-1.07721,1.27874,0.49144,-1.12500,1.26465,0.45215
839299180,-0.30929,1.47877,0.14263,-0.37402,1.48047,0.12793
839304018,0.87863,0.45826,-0.24037,0.82422,0.48535,-0.21191
839308856,0.96889,0.80732,-0.48962,0.90430,0.83789,-0.45898
839313702,-1.03728,1.20000,0.15280,-1.08203,1.19043,0.11621
839318547,-1.10611,1.84498,0.41932,-1.16895,1.83008,0.37695
839323181,0.54555,0.85520,0.04034,0.48438,0.87305,0.05566
839328014,1.21738,0.36553,-0.52388,1.16113,0.40137,-0.48340
839332845,-0.34867,1.20083,-0.00720,-0.40430,1.20410,-0.02148
839337696,-0.75453,1.64073,0.60324,-0.81836,1.62988,0.57227
839342524,0.33467,0.81191,0.24378,0.27734,0.82422,0.25195
839347363,1.14493,0.39922,-0.50283,1.08887,0.43359,-0.46484
839352198,0.09201,1.01107,-0.42173,0.03613,1.02637,-0.41992
839357046,-1.37147,1.46637,0.57114,-1.41992,1.44629,0.52148
839361688,-0.26823,1.64304,0.28115,-0.33887,1.64355,0.26660
839366528,0.81491,0.27003,-0.18820,0.76660,0.29590,-0.16113
839371361,0.56421,0.52848,-0.36725,0.51367,0.55176,-0.34863
839376204,-0.77785,1.27653,0.37415,-0.83008,1.26855,0.34473
839381047,-0.83150,1.62751,0.35579,-0.89258,1.61816,0.32324
839385887,0.58813,0.37146,-0.01793,0.54004,0.39160,0.00098
839390718,1.07816,0.73669,-0.70110,1.01465,0.77148,-0.66602
839395554,-0.59883,0.98179,0.08407,-0.64453,0.98047,0.06250
839400393,-0.87328,1.86803,0.36500,-0.94043,1.85742,0.33008
839405028,-0.17816,0.82715,0.07594,-0.22656,0.83301,0.06836
839409861,1.17798,0.40483,-0.47838,1.12109,0.43945,-0.43945
839414691,0.05750,1.01443,-0.16687,0.00098,1.02637,-0.16699
839419539,-1.04880,1.57412,0.52118,-1.10547,1.55957,0.48145
839424392,-0.83337,1.33385,0.25467,-0.88574,1.32617,0.22363
839429235,1.25365,0.48959,-0.31190,1.19238,0.52344,-0.27148
839434070,0.57266,0.78875,-0.35662,0.51465,0.81152,-0.33887
839438913,-1.17935,1.38309,0.30897,-1.22754,1.36914,0.26660
839443557,-1.24936,1.68293,0.51136,-1.30566,1.66504,0.46484
839448399,0.31568,0.75890,0.11092,0.26074,0.77246,0.11914
839453224,1.10401,0.37333,-0.60353,1.04980,0.40820,-0.56641
839458073,-0.32830,1.29313,-0.03783,-0.38672,1.29688,-0.05176
839462912,-0.92843,1.60796,0.57139,-0.98828,1.59473,0.53516
839467756,-0.04942,0.72741,0.18214,-0.09766,0.73438,0.17871
839472580,1.17854,0.35123,-0.45707,1.12305,0.38574,-0.41797
839477425,0.10243,1.09659,-0.19342,0.04297,1.10938,-0.19238
839482080,-1.12016,1.35108,0.42159,-1.16895,1.33691,0.38086
839486918,0.01873,1.17995,0.32396,-0.04395,1.18555,0.32031
839491754,0.98304,0.46289,-0.02224,0.92578,0.48926,0.00879
839496585,0.88030,0.61163,-0.61795,0.82324,0.64258,-0.58887
839501422,-0.97792,1.18760,0.17928,-1.02344,1.17871,0.14453
839506267,-0.83732,1.48069,0.43275,-0.89453,1.47070,0.40039
839511109,0.65067,0.59905,-0.14142,0.59570,0.62109,-0.12109
839515948,0.97329,0.36336,-0.45638,0.92090,0.39453,-0.42383
839520789,-1.01927,1.28965,0.05562,-1.06641,1.28125,0.01953
839525432,-0.50012,1.77668,0.43702,-0.57129,1.77148,0.41406
839530272,0.47219,0.77297,-0.07035,0.41504,0.79102,-0.05664
839535105,1.26652,0.30277,-0.46399,1.21094,0.33887,-0.42188
839539946,0.40314,1.27441,-0.48829,0.33496,1.29492,-0.47754
839544791,-1.05283,1.19137,0.50205,-1.09863,1.17773,0.46387
839549637,-0.39039,1.20325,0.41836,-0.44727,1.20117,0.40137
839554480,0.84064,0.45414,-0.04813,0.78613,0.47852,-0.02148
839559315,0.43200,0.94219,-0.58076,0.37305,0.96484,-0.56738
839563957,-1.27994,1.13340,0.50313,-1.32031,1.11621,0.45801
839568803,-0.70077,1.82538,0.56607,-0.77051,1.81543,0.53613
839573647,0.48025,0.21990,-0.07687,0.43848,0.23926,-0.06055
839578467,0.98867,0.59332,-0.69985,0.93066,0.62695,-0.66699
839583305,-0.65875,1.03314,0.12734,-0.70508,1.03027,0.10352
839588148,-1.11743,1.83144,0.41668,-1.17969,1.81641,0.37402
839592987,0.20247,0.64363,-0.03686,0.15332,0.65723,-0.03125
839597823,1.36606,0.29444,-0.36333,1.30859,0.33105,-0.31836
839602668,-0.35234,1.03335,-0.20472,-0.40234,1.03906,-0.21777
839607308,-0.88244,1.53252,0.45204,-0.94043,1.52148,0.41797
839612147,-0.09402,1.03965,0.21329,-0.15039,1.04492,0.20703
839616991,1.06031,0.28070,-0.45949,1.00879,0.31348,-0.42383
839621837,0.35950,1.21530,-0.32158,0.29297,1.23340,-0.31250
839626675,-1.14750,1.28217,0.52209,-1.19434,1.26660,0.48047
839631524,-0.71161,1.32741,0.20375,-0.76563,1.32227,0.17676
839636369,0.80673,0.44791,-0.04120,0.75293,0.47168,-0.01563
839641209,1.01448,0.60889,-0.58107,0.95508,0.64160,-0.54785
839645839,-0.77486,1.13525,0.16673,-0.82227,1.12988,0.13867
839650681,-1.37651,1.81010,0.58745,-1.43457,1.78906,0.53613
839655520,0.12394,0.57469,0.16325,0.07715,0.58496,0.16602
839660358,1.29314,0.50539,-0.68539,1.23242,0.54395,-0.64258
839665207,-0.46049,1.11249,-0.01872,-0.51172,1.11426,-0.03613
839670049,-1.00002,1.75565,0.28233,-1.06152,1.74414,0.24414
839674895,-0.31324,0.64494,0.12550,-0.35449,0.64844,0.11426
839679732,0.99164,0.51232,-0.40930,0.93457,0.54297,-0.37695
839684359,0.36450,0.80750,-0.38128,0.30957,0.82715,-0.37012
839689199,-1.02847,1.48665,0.51625,-1.08301,1.47266,0.47754
839694047,-0.68276,1.65992,0.31790,-0.74707,1.65332,0.29004
839698888,1.08426,0.50917,-0.11441,1.02441,0.53809,-0.08008
839703717,1.01895,0.58665,-0.54996,0.95996,0.61914,-0.51660
839708567,-1.04110,1.28863,0.28655,-1.08887,1.27734,0.24902
839713411,-0.85595,1.53870,0.34149,-0.91406,1.52930,0.30859
839718255,0.81820,0.73477,-0.18927,0.75684,0.75977,-0.16406
839723087,0.89583,0.40434,-0.49196,0.84375,0.43457,-0.46191
839727724,0.40680,1.23064,-0.28089,0.33887,1.24902,-0.27051
839732571,-1.13167,1.45506,0.51743,-1.18359,1.43945,0.47559
839737421,-0.13319,0.89202,0.16786,-0.18457,0.89746,0.16113
839742248,1.16552,0.33930,-0.40478,1.11035,0.37305,-0.36621
839747092,-0.11006,0.89419,-0.22378,-0.16016,0.90430,-0.22852
839751937,-1.21874,1.49874,0.53507,-1.27051,1.48145,0.49023
839756776,0.10610,1.22290,0.26454,0.04102,1.23047,0.26367
839761613,1.07831,0.40916,-0.14110,1.02148,0.43848,-0.10645
839766252,1.14008,0.68119,-0.49559,1.07617,0.71484,-0.45898
839771096,-1.02950,1.27082,0.10779,-1.07617,1.26172,0.07129
839775937,-0.92717,1.63508,0.45879,-0.98730,1.62305,0.42285
839780765,0.52952,0.82359,-0.01023,0.46973,0.84180,0.00488
839785594,1.19563,0.31581,-0.62726,1.14160,0.35254,-0.58691
839790437,-0.58675,1.40948,-0.15845,-0.64355,1.41016,-0.18066
839795288,-0.84614,1.66810,0.37700,-0.90820,1.65820,0.34375
839800125,0.25331,1.02094,-0.17697,0.19336,1.03613,-0.17090
839804757,1.38563,0.17644,-0.56530,1.33203,0.21582,-0.51855
839809597,-0.19664,1.24078,-0.24503,-0.25488,1.24902,-0.25391
839814437,-1.35807,1.32235,0.48584,-1.40234,1.30371,0.43750
839819282,-0.50537,1.72766,0.24201,-0.57422,1.72461,0.21973
839824121,0.80009,0.43867,0.08732,0.74609,0.46094,0.11230
839828962,1.06818,0.71384,-0.56861,1.00488,0.74707,-0.53418
839833803,-1.08893,1.00827,0.26042,-1.12793,0.99707,0.22266
839838645,-0.39817,1.70849,0.34728,-0.46875,1.70605,0.32813
839843487,0.60166,0.39919,-0.05645,0.55273,0.41992,-0.03711
839848116,1.09911,0.49607,-0.48332,1.04102,0.52930,-0.44727
839852946,-0.87843,1.15675,0.18970,-0.92480,1.14941,0.15820
839857795,-0.82365,1.77850,0.48355,-0.88965,1.76758,0.45020
839862636,-0.32840,0.90791,0.16923,-0.37695,0.91016,0.15625
839867474,1.35085,0.22447,-0.43075,1.29590,0.26172,-0.38574
839872305,0.19098,1.12215,-0.31957,0.12988,1.13770,-0.31543
839877150,-1.26449,1.41016,0.42152,-1.31250,1.39355,0.37598
839881997,-0.25944,1.50633,0.23032,-0.32617,1.50781,0.21680
839886628,0.95209,0.27188,-0.17491,0.90137,0.29980,-0.14355
839891464,0.54997,1.01348,-0.42058,0.48633,1.03613,-0.40430
839896309,-1.01903,1.19826,0.46573,-1.06543,1.18555,0.42871
839901148,-0.77143,1.72965,0.47777,-0.83691,1.71973,0.44629
839905992,0.85917,0.28207,0.08184,0.80859,0.30566,0.10938
839910825,1.36374,0.63161,-0.58324,1.29785,0.66992,-0.53906
839915672,-0.44760,1.07839,0.19235,-0.49902,1.07813,0.17480
839920512,-1.00294,1.88201,0.37897,-1.06836,1.86914,0.33984
839925359,0.27134,0.73617,0.11419,0.21777,0.74902,0.12109
839932110,0.77955,0.52205,-0.36922,0.72559,0.54883,-0.34375
839936959,-0.92325,1.18912,0.39799,-0.97070,1.17871,0.36426
839941802,-1.38610,1.56872,0.42410,-1.43652,1.54980,0.37402
839946639,0.22212,0.79874,0.03764,0.16797,0.81152,0.04297
839951460,1.21714,0.51862,-0.66235,1.15723,0.55566,-0.62207
839956305,-0.06777,1.03844,-0.12458,-0.12305,1.04785,-0.12891
839961148,-1.04732,1.59627,0.49086,-1.10449,1.58203,0.45117
839965992,-0.28450,0.69373,0.24432,-0.32813,0.69629,0.23340
839970621,1.34735,0.44188,-0.59725,1.28711,0.48047,-0.55273
839975466,-0.00947,0.82930,-0.19296,-0.05957,0.84082,-0.19434
839980313,-1.21852,1.48234,0.46837,-1.26953,1.46582,0.42383
839985155,-0.66882,1.16417,0.37119,-0.71973,1.15820,0.34570
