# Data format: "%int(ChipTimeUS),%float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ),%float(RawAccelX),%float(RawAccelY),%float(RawAccelZ)"
846048595,-0.01499,0.98812,0.00384,-0.07031,0.99707,0.00098
846053429,-0.01890,0.99198,-0.00680,-0.07422,1.00098,-0.00977
846058063,-0.03509,0.98330,-0.01906,-0.08984,0.99219,-0.02246
846062902,-0.03261,0.99812,-0.00242,-0.08789,1.00684,-0.00586
846067748,-0.02494,1.02344,-0.00255,-0.08105,1.03223,-0.00586
846072591,-0.04013,1.01110,0.00963,-0.09570,1.01953,0.00586
846077429,-0.01724,1.01452,-0.00088,-0.07324,1.02344,-0.00391
846082266,-0.04134,1.00422,0.00572,-0.09668,1.01270,0.00195
846087107,-0.01976,0.99687,-0.00871,-0.07520,1.00586,-0.01172
846091947,-0.00914,1.01750,0.01455,-0.06543,1.02637,0.01172
846096777,-0.02002,1.01775,0.02176,-0.07617,1.02637,0.01855
846101410,-0.01924,1.01177,0.01289,-0.07520,1.02051,0.00977
846106251,-0.01173,0.99877,-0.00210,-0.06738,1.00781,-0.00488
846111090,-0.03701,1.01595,0.01053,-0.09277,1.02441,0.00684
846115935,-0.02443,1.00494,0.00715,-0.08008,1.01367,0.00391
846120769,-0.01297,0.99182,-0.01287,-0.06836,1.00098,-0.01563
846125607,-0.01630,0.97736,0.00187,-0.07129,0.98633,-0.00098
846130439,-0.02479,0.99313,0.00025,-0.08008,1.00195,-0.00293
846135276,-0.05150,0.99379,0.02070,-0.10645,1.00195,0.01660
846139907,-0.03761,0.99720,-0.00422,-0.09277,1.00586,-0.00781
846144742,0.00874,0.98476,0.00013,-0.04688,0.99414,-0.00195
846149575,-0.01402,1.02050,0.01374,-0.07031,1.02930,0.01074
846154415,-0.02780,0.99128,0.00524,-0.08301,1.00000,0.00195
846159261,-0.02117,0.97947,0.00890,-0.07617,0.98828,0.00586
846164104,-0.01979,0.99405,0.00206,-0.07520,1.00293,-0.00098
846168936,-0.03793,0.98641,-0.00720,-0.09277,0.99512,-0.01074
846173775,-0.00332,1.01434,0.00260,-0.05957,1.02344,0.00000
846178400,-0.02740,1.00500,0.00822,-0.08301,1.01367,0.00488
846183239,-0.04229,1.00709,-0.00207,-0.09766,1.01563,-0.00586
846188082,-0.02572,0.99514,0.00323,-0.08105,1.00391,0.00000
846192926,-0.03808,1.01395,0.00566,-0.09375,1.02246,0.00195
846197761,0.00997,0.98987,0.02167,-0.04590,0.99902,0.01953
846202593,-0.01681,1.02921,0.00015,-0.07324,1.03809,-0.00293
846207436,-0.01016,1.01561,0.01948,-0.06641,1.02441,0.01660
846212274,-0.02661,0.99812,0.00621,-0.08203,1.00684,0.00293
846217106,-0.02491,0.98920,-0.00172,-0.08008,0.99805,-0.00488
846221739,-0.02271,0.99423,0.01391,-0.07813,1.00293,0.01074
846226581,-0.02308,1.01578,0.01597,-0.07910,1.02441,0.01270
846231414,-0.00066,1.03596,0.01534,-0.05762,1.04492,0.01270
846236255,-0.02794,1.01886,0.02202,-0.08398,1.02734,0.01855
846241093,-0.03634,1.00331,0.01928,-0.09180,1.01172,0.01563
846245941,-0.04224,1.00901,-0.00501,-0.09766,1.01758,-0.00879
846250784,-0.02989,1.01987,0.02208,-0.08594,1.02832,0.01855
846255628,-0.03527,0.97374,0.00148,-0.08984,0.98242,-0.00195
846260252,0.01436,0.97294,0.00088,-0.04102,0.98242,-0.00098
846265088,-0.01267,0.99891,0.00969,-0.06836,1.00781,0.00684
846269927,-0.00971,1.03219,0.01464,-0.06641,1.04102,0.01172
846274763,-0.03983,1.02002,0.02044,-0.09570,1.02832,0.01660
846279602,-0.01620,1.01553,0.00301,-0.07227,1.02441,0.00000
846284442,0.00064,0.97904,0.00232,-0.05469,0.98828,0.00000
846289270,-0.02132,1.01067,-0.00174,-0.07715,1.01953,-0.00488
846294116,-0.02849,1.00114,0.01118,-0.08398,1.00977,0.00781
846298753,-0.01543,1.00769,0.00296,-0.07129,1.01660,0.00000
846303589,-0.00444,1.01041,-0.00032,-0.06055,1.01953,-0.00293
846308427,-0.01231,1.01162,0.00875,-0.06836,1.02051,0.00586
846313272,-0.02020,0.98214,-0.01366,-0.07520,0.99121,-0.01660
846318102,-0.03281,0.99126,-0.00342,-0.08789,1.00000,-0.00684
846322944,-0.02736,1.00600,0.01019,-0.08301,1.01465,0.00684
846327787,-0.00944,1.00857,0.00277,-0.06543,1.01758,0.00000
846332630,0.01295,0.99164,0.00884,-0.04297,1.00098,0.00684
846337465,-0.02931,1.00978,-0.00541,-0.08496,1.01855,-0.00879
846342096,-0.03113,0.97863,0.00725,-0.08594,0.98730,0.00391
846346928,-0.04422,1.00450,0.02639,-0.09961,1.01270,0.02246
846351753,-0.01830,0.97917,-0.01373,-0.07324,0.98828,-0.01660
846356589,-0.01966,1.00168,-0.01555,-0.07520,1.01074,-0.01855
846361422,-0.02162,0.99627,0.02368,-0.07715,1.00488,0.02051
846366266,-0.02056,1.03436,0.01793,-0.07715,1.04297,0.01465
846371102,-0.04697,1.01512,0.00987,-0.10254,1.02344,0.00586
846375949,-0.01199,0.98903,0.00179,-0.06738,0.99805,-0.00098
846380585,-0.02275,0.99598,-0.00470,-0.07813,1.00488,-0.00781
846385423,0.00297,0.99077,0.00426,-0.05273,1.00000,0.00195
846390260,-0.01550,1.00296,0.01763,-0.07129,1.01172,0.01465
846395099,-0.01508,1.01945,0.00495,-0.07129,1.02832,0.00195
846399933,-0.05636,0.99868,0.01401,-0.11133,1.00684,0.00977
846404778,-0.01250,1.00569,0.00383,-0.06836,1.01465,0.00098
846409619,-0.00668,0.99889,0.01636,-0.06250,1.00781,0.01367
846414463,-0.02942,1.00679,-0.01032,-0.08496,1.01563,-0.01367
846419091,-0.01966,0.99709,0.01186,-0.07520,1.00586,0.00879
846423934,-0.00901,0.99083,-0.00810,-0.06445,1.00000,-0.01074
846428766,-0.01188,0.99110,0.01257,-0.06738,1.00000,0.00977
846433600,-0.03549,1.00115,0.00160,-0.09082,1.00977,-0.00195
846438435,-0.03098,0.98447,0.00433,-0.08594,0.99316,0.00098
846443277,-0.03035,1.00512,0.01420,-0.08594,1.01367,0.01074
846448114,-0.02612,1.01479,0.01018,-0.08203,1.02344,0.00684
846452944,-0.02283,1.02368,0.02285,-0.07910,1.03223,0.01953
846457785,-0.04174,0.99232,-0.00901,-0.09668,1.00098,-0.01270
846462424,-0.01478,1.02928,0.00988,-0.07129,1.03809,0.00684
846467255,-0.03336,1.00692,-0.00432,-0.08887,1.01563,-0.00781
846472100,-0.00629,1.01533,-0.00024,-0.06250,1.02441,-0.00293
846476942,-0.02983,0.99030,0.00236,-0.08496,0.99902,-0.00098
846481776,0.00127,1.00151,-0.00054,-0.05469,1.01074,-0.00293
846486619,-0.01666,0.99801,0.01079,-0.07227,1.00684,0.00781
846491452,-0.01954,1.00286,0.00307,-0.07520,1.01172,0.00000
846496292,-0.02716,1.01286,0.01119,-0.08301,1.02148,0.00781
846500924,-0.03220,1.01094,0.00742,-0.08789,1.01953,0.00391
846505769,-0.02454,1.00102,0.00616,-0.08008,1.00977,0.00293
846510609,-0.02065,0.99987,-0.00377,-0.07617,1.00879,-0.00684
846515442,-0.00869,1.00068,-0.00121,-0.06445,1.00977,-0.00391
846520276,-0.00744,1.00767,0.01348,-0.06348,1.01660,0.01074
846525121,-0.03386,1.02177,0.01046,-0.08984,1.03027,0.00684
846529955,-0.02325,1.01175,0.00518,-0.07910,1.02051,0.00195
846534800,-0.00880,0.99495,0.01151,-0.06445,1.00391,0.00879
846539438,-0.02253,0.96584,0.01378,-0.07715,0.97461,0.01074
846544279,0.00404,0.99460,-0.00164,-0.05176,1.00391,-0.00391
846549114,-0.03169,0.99611,-0.00637,-0.08691,1.00488,-0.00977
846553955,-0.02638,1.00780,-0.00257,-0.08203,1.01660,-0.00586
846558805,-0.01778,0.99224,0.01864,-0.07324,1.00098,0.01563
846563638,-0.04880,1.02008,0.01289,-0.10449,1.02832,0.00879
846568477,-0.04666,0.99343,-0.00493,-0.10156,1.00195,-0.00879
846573325,0.01116,1.00311,-0.01848,-0.04492,1.01270,-0.02051
846577965,0.00366,0.98184,-0.00560,-0.05176,0.99121,-0.00781
846582804,-0.00634,1.01155,0.01150,-0.06250,1.02051,0.00879
846587653,-0.02432,1.00977,0.00129,-0.08008,1.01855,-0.00195
846592494,-0.01913,1.01750,0.00018,-0.07520,1.02637,-0.00293
846597323,-0.00480,0.99312,0.02901,-0.06055,1.00195,0.02637
846602156,-0.05584,0.98478,-0.00370,-0.11035,0.99316,-0.00781
846606996,-0.02671,0.99332,0.01501,-0.08203,1.00195,0.01172
846611836,-0.01650,1.00387,0.00983,-0.07227,1.01270,0.00684
846616678,-0.03308,1.01488,0.00845,-0.08887,1.02344,0.00488
846621305,-0.01116,0.98132,0.01446,-0.06641,0.99023,0.01172
846626145,-0.01878,1.02928,0.00413,-0.07520,1.03809,0.00098
846630985,-0.01996,0.98635,0.01379,-0.07520,0.99512,0.01074
846635823,-0.02637,1.00689,0.00330,-0.08203,1.01563,0.00000
846640658,-0.02645,1.00398,0.00525,-0.08203,1.01270,0.00195
846645502,-0.03208,0.98241,-0.00642,-0.08691,0.99121,-0.00977
846650337,-0.00017,0.98679,-0.00644,-0.05566,0.99609,-0.00879
846655176,-0.01417,1.01559,0.01177,-0.07031,1.02441,0.00879
846659798,-0.03099,0.98262,0.01412,-0.08594,0.99121,0.01074
846664614,-0.04559,0.99542,-0.00006,-0.10059,1.00391,-0.00391
846669429,-0.04132,0.96997,0.00558,-0.09570,0.97852,0.00195
846674244,0.00094,0.99345,-0.02212,-0.05469,1.00293,-0.02441
846679067,-0.01747,1.00393,0.01378,-0.07324,1.01270,0.01074
846683883,-0.03091,1.02166,0.00547,-0.08691,1.03027,0.00195
846688698,-0.00985,0.99210,0.01741,-0.06543,1.00098,0.01465
846693519,-0.03405,0.98157,0.00344,-0.08887,0.99023,0.00000
846698148,-0.02565,0.99894,-0.00655,-0.08105,1.00781,-0.00977
846702971,-0.04250,0.99928,-0.00014,-0.09766,1.00781,-0.00391
846707815,-0.02666,0.99617,0.00718,-0.08203,1.00488,0.00391
846712656,-0.02924,1.01543,-0.02499,-0.08496,1.02441,-0.02832
846717501,-0.03155,0.99826,0.01224,-0.08691,1.00684,0.00879
846722338,-0.01979,0.99406,0.00304,-0.07520,1.00293,0.00000
846727177,-0.02496,0.98910,-0.01054,-0.08008,0.99805,-0.01367
846732011,-0.00197,0.99000,0.01617,-0.05762,0.99902,0.01367
846736845,-0.00737,1.01331,-0.00805,-0.06348,1.02246,-0.01074
846741476,-0.01665,0.99803,0.01275,-0.07227,1.00684,0.00977
846746314,-0.01518,1.01648,0.00201,-0.07129,1.02539,-0.00098
846751152,-0.02113,0.98139,0.00596,-0.07617,0.99023,0.00293
846755987,-0.01014,1.01474,0.02927,-0.06641,1.02344,0.02637
846760822,-0.02986,0.99207,-0.01429,-0.08496,1.00098,-0.01758
846765658,-0.01975,0.99780,-0.01263,-0.07520,1.00684,-0.01563
846770496,-0.02048,1.00299,0.01289,-0.07617,1.01172,0.00977
846775340,-0.03808,1.01395,0.00566,-0.09375,1.02246,0.00195
846779977,-0.04034,1.00055,0.02919,-0.09570,1.00879,0.02539
846784812,-0.02408,0.98425,-0.00569,-0.07910,0.99316,-0.00879
846789644,-0.00427,1.01719,-0.00618,-0.06055,1.02637,-0.00879
846794481,-0.00497,0.99091,0.00549,-0.06055,1.00000,0.00293
846799318,-0.00626,1.01539,0.00466,-0.06250,1.02441,0.00195
846804146,-0.03061,0.99904,-0.00444,-0.08594,1.00781,-0.00781
846808986,-0.02035,1.00877,0.00508,-0.07617,1.01758,0.00195
846813824,-0.02128,1.00986,0.01393,-0.07715,1.01855,0.01074
846818455,-0.01968,0.99613,0.01382,-0.07520,1.00488,0.01074
846823298,-0.00536,0.97812,-0.00141,-0.06055,0.98730,-0.00391
846828143,-0.01991,0.98556,0.03044,-0.07520,0.99414,0.02734
846832972,-0.03670,0.99243,0.00846,-0.09180,1.00098,0.00488
846837806,-0.01217,1.01926,-0.00788,-0.06836,1.02832,-0.01074
846842639,-0.03246,1.00396,-0.00534,-0.08789,1.01270,-0.00879
846847480,-0.00987,0.99480,-0.00413,-0.06543,1.00391,-0.00684
846852317,-0.01698,0.98904,-0.00393,-0.07227,0.99805,-0.00684
846856954,-0.01338,0.97625,-0.00508,-0.06836,0.98535,-0.00781
846861791,-0.05139,1.00044,0.00309,-0.10645,1.00879,-0.00098
846866638,-0.01658,1.00368,-0.00682,-0.07227,1.01270,-0.00977
846871482,-0.03363,0.99807,-0.00826,-0.08887,1.00684,-0.01172
846876318,-0.00688,0.99387,0.00458,-0.06250,1.00293,0.00195
846881159,-0.00307,1.02222,0.00752,-0.05957,1.03125,0.00488
846885997,-0.02383,0.99214,0.00022,-0.07910,1.00098,-0.00293
846890840,-0.03063,0.99625,0.00829,-0.08594,1.00488,0.00488
846895677,-0.03706,0.98154,-0.00431,-0.09180,0.99023,-0.00781
846900306,-0.04140,1.00042,0.01551,-0.09668,1.00879,0.01172
846905147,-0.02355,0.96671,0.00206,-0.07813,0.97559,-0.00098
846909981,-0.00335,1.00970,0.02609,-0.05957,1.01855,0.02344
846914823,-0.03506,0.98062,0.00444,-0.08984,0.98926,0.00098
846919667,-0.02753,1.00105,0.00429,-0.08301,1.00977,0.00098
846924502,-0.00535,1.01245,0.00559,-0.06152,1.02148,0.00293
846929346,-0.03329,1.00708,0.01038,-0.08887,1.01563,0.00684
846934195,-0.01631,1.00886,0.01964,-0.07227,1.01758,0.01660
846938835,-0.03835,1.00419,0.00759,-0.09375,1.01270,0.00391
846943669,-0.01395,1.02432,0.00494,-0.07031,1.03320,0.00195
846948511,-0.04229,1.00707,-0.00403,-0.09766,1.01563,-0.00781
846953358,-0.01645,1.00489,0.01375,-0.07227,1.01367,0.01074
846958205,-0.01615,1.01471,0.01770,-0.07227,1.02344,0.01465
846963051,-0.02731,1.00795,0.00921,-0.08301,1.01660,0.00586
846967890,-0.02442,1.00495,0.00813,-0.08008,1.01367,0.00488
846972720,-0.00578,0.99590,0.01338,-0.06152,1.00488,0.01074
846977358,-0.03565,1.02867,0.01250,-0.09180,1.03711,0.00879
846982205,-0.02991,0.98645,0.00822,-0.08496,0.99512,0.00488
846987047,-0.03001,1.01778,0.00934,-0.08594,1.02637,0.00586
846991876,-0.01285,0.99301,0.00673,-0.06836,1.00195,0.00391
846996706,-0.04071,0.99331,-0.00708,-0.09570,1.00195,-0.01074
847001642,0.00662,0.98175,-0.00961,-0.04883,0.99121,-0.01172
847006477,0.00044,0.97493,-0.01630,-0.05469,0.98438,-0.01855
847011308,-0.00109,0.98882,-0.00150,-0.05664,0.99805,-0.00391
847016142,-0.02256,1.00282,-0.00566,-0.07813,1.01172,-0.00879
847020769,-0.04204,1.04742,0.01769,-0.09863,1.05566,0.01367
847025611,-0.02529,1.00890,0.01013,-0.08105,1.01758,0.00684
847030446,-0.05208,1.01030,0.00903,-0.10742,1.01855,0.00488
847035286,-0.01183,0.99305,0.01160,-0.06738,1.00195,0.00879
847040121,-0.02234,1.00789,0.01101,-0.07813,1.01660,0.00781
847044957,-0.03276,0.99047,0.01323,-0.08789,0.99902,0.00977
847049792,-0.03835,1.00603,-0.00318,-0.09375,1.01465,-0.00684
847054629,0.00824,1.00146,0.00512,-0.04785,1.01074,0.00293
847059258,-0.02162,0.99993,0.00018,-0.07715,1.00879,-0.00293
847064092,-0.02961,1.03241,0.00547,-0.08594,1.04102,0.00195
847068940,-0.01051,1.00385,0.01748,-0.06641,1.01270,0.01465
847073785,-0.03664,0.99439,0.00847,-0.09180,1.00293,0.00488
847078623,-0.02956,0.99916,0.00729,-0.08496,1.00781,0.00391
847083459,-0.03843,1.00310,-0.00319,-0.09375,1.01172,-0.00684
847088299,-0.03113,1.01294,0.01229,-0.08691,1.02148,0.00879
847093145,-0.04958,0.99177,0.01769,-0.10449,1.00000,0.01367
847097779,-0.02495,0.98820,-0.00368,-0.08008,0.99707,-0.00684
847102615,-0.02450,1.00295,0.00420,-0.08008,1.01172,0.00098
847107457,-0.00540,1.00685,0.03007,-0.06152,1.01563,0.02734
847112294,-0.01614,1.01750,0.00400,-0.07227,1.02637,0.00098
847117118,-0.03670,1.02855,-0.00020,-0.09277,1.03711,-0.00391
847121950,-0.04280,0.98945,-0.00507,-0.09766,0.99805,-0.00879
847126773,-0.02370,0.99608,0.00317,-0.07910,1.00488,0.00000
847131600,-0.03121,1.01184,0.00151,-0.08691,1.02051,-0.00195
847136432,-0.01343,0.97432,-0.00313,-0.06836,0.98340,-0.00586
847141064,-0.01027,1.01261,0.01359,-0.06641,1.02148,0.01074
847145902,-0.06161,0.98988,0.00631,-0.11621,0.99805,0.00195
847150738,-0.02148,1.00209,0.01880,-0.07715,1.01074,0.01563
847155578,-0.03737,1.00323,0.01049,-0.09277,1.01172,0.00684
847160419,-0.03729,1.00891,-0.00712,-0.09277,1.01758,-0.01074
847165260,-0.01946,0.97057,0.00293,-0.07422,0.97949,0.00000
847170087,-0.01000,0.99175,-0.01492,-0.06543,1.00098,-0.01758
847174925,-0.04027,1.00622,0.01060,-0.09570,1.01465,0.00684
847181679,-0.02050,1.00294,0.00897,-0.07617,1.01172,0.00586
847186516,-0.01425,1.01451,0.00197,-0.07031,1.02344,-0.00098
847191360,-0.02664,0.99896,-0.00652,-0.08203,1.00781,-0.00977
847196197,-0.01065,1.00171,-0.00016,-0.06641,1.01074,-0.00293
847201041,-0.02182,0.99307,-0.00082,-0.07715,1.00195,-0.00391
847205882,-0.00596,0.98910,0.01727,-0.06152,0.99805,0.01465
847210725,0.00372,1.01719,0.00533,-0.05273,1.02637,0.00293
847215569,-0.02869,0.99427,0.00920,-0.08398,1.00293,0.00586
847220207,-0.02190,0.99105,-0.00671,-0.07715,1.00000,-0.00977
847225046,-0.04254,0.99827,-0.00308,-0.09766,1.00684,-0.00684
847229891,-0.01171,0.99882,0.00280,-0.06738,1.00781,0.00000
847234734,-0.01124,1.01451,0.00677,-0.06738,1.02344,0.00391
847239581,-0.03668,0.99248,0.01238,-0.09180,1.00098,0.00879
847244424,-0.00753,1.00836,-0.01297,-0.06348,1.01758,-0.01563
847249261,-0.01759,0.99999,0.01181,-0.07324,1.00879,0.00879
847254095,-0.01696,1.02338,0.00405,-0.07324,1.03223,0.00098
847258929,-0.06720,1.00269,0.00654,-0.12207,1.01074,0.00195
847263566,-0.00566,1.00076,0.01045,-0.06152,1.00977,0.00781
847268406,0.00680,1.02012,0.00916,-0.04980,1.02930,0.00684
847273248,0.00082,1.02015,0.00347,-0.05566,1.02930,0.00098
847278082,-0.02691,0.98737,0.00715,-0.08203,0.99609,0.00391
847282925,-0.01927,1.01261,0.00016,-0.07520,1.02148,-0.00293
847287757,-0.05063,1.02322,0.02863,-0.10645,1.03125,0.02441
847292596,-0.04696,1.01696,-0.00090,-0.10254,1.02539,-0.00488
847297443,-0.01451,1.00751,-0.01177,-0.07031,1.01660,-0.01465
847302078,-0.02492,0.98919,-0.00270,-0.08008,0.99805,-0.00586
847306919,-0.03361,0.99538,0.01426,-0.08887,1.00391,0.01074
847311755,-0.04368,0.99430,-0.00992,-0.09863,1.00293,-0.01367
847316596,-0.02795,0.98729,-0.00163,-0.08301,0.99609,-0.00488
847321426,-0.02990,0.98647,0.01018,-0.08496,0.99512,0.00684
847326261,-0.00020,0.98581,-0.00644,-0.05566,0.99512,-0.00879
847331088,-0.02555,1.00100,0.00325,-0.08105,1.00977,0.00000
847335926,-0.00330,1.01347,0.01239,-0.05957,1.02246,0.00977
847340549,-0.03746,1.00120,0.00363,-0.09277,1.00977,0.00000
847345386,-0.03498,0.98538,-0.00730,-0.08984,0.99414,-0.01074
847350223,0.00084,1.01927,0.01229,-0.05566,1.02832,0.00977
847355060,-0.03879,0.98947,0.00264,-0.09375,0.99805,-0.00098
847359898,-0.03700,1.01598,0.01347,-0.09277,1.02441,0.00977
847364737,-0.01506,0.98705,-0.00498,-0.07031,0.99609,-0.00781
847369575,-0.01544,1.00674,0.00589,-0.07129,1.01563,0.00293
847374411,-0.04055,1.02889,0.02540,-0.09668,1.03711,0.02148
847379036,-0.02686,1.02452,0.00437,-0.08301,1.03320,0.00098
847383868,-0.02328,1.00986,0.01105,-0.07910,1.01855,0.00781
847388709,-0.00649,1.00663,0.00855,-0.06250,1.01563,0.00586
847393549,-0.01934,1.00880,0.00896,-0.07520,1.01758,0.00586
847398383,-0.01883,0.99305,0.00202,-0.07422,1.00195,-0.00098
847403230,-0.00623,0.98025,0.01332,-0.06152,0.98926,0.01074
847408072,0.00353,1.01035,0.00628,-0.05273,1.01953,0.00391
847412911,-0.04048,0.99934,0.00763,-0.09570,1.00781,0.00391
847417749,-0.00977,0.99775,-0.00216,-0.06543,1.00684,-0.00488
847422388,-0.02265,0.99711,0.00902,-0.07813,1.00586,0.00586
847427216,-0.03964,0.99348,0.01052,-0.09473,1.00195,0.00684
847432058,-0.02548,1.00573,-0.01143,-0.08105,1.01465,-0.01465
847436903,0.00536,1.00539,0.00229,-0.05078,1.01465,0.00000
847441742,-0.02897,0.98450,0.01015,-0.08398,0.99316,0.00684
847446583,-0.03810,1.01301,0.00860,-0.09375,1.02148,0.00488
847451429,-0.03348,0.96321,0.02489,-0.08789,0.97168,0.02148
847456265,-0.03686,1.02270,0.00174,-0.09277,1.03125,-0.00195
847460888,-0.04510,1.01025,0.01469,-0.10059,1.01855,0.01074
847465731,-0.01727,1.01262,0.00401,-0.07324,1.02148,0.00098
847470573,0.00812,0.99751,0.00216,-0.04785,1.00684,0.00000
847475409,-0.01324,1.01452,0.00487,-0.06934,1.02344,0.00195
847480241,-0.03347,1.00393,-0.00922,-0.08887,1.01270,-0.01270
847485089,-0.03445,1.00122,0.00941,-0.08984,1.00977,0.00586
847489930,-0.03243,1.00219,0.01229,-0.08789,1.01074,0.00879
847494777,-0.02799,0.98627,-0.00555,-0.08301,0.99512,-0.00879
847499615,-0.03869,0.99336,0.00069,-0.09375,1.00195,-0.00293
847504249,-0.00818,0.98310,0.00262,-0.06348,0.99219,0.00000
847509089,-0.00923,1.01637,0.00084,-0.06543,1.02539,-0.00195
847513925,-0.01313,0.98414,0.00082,-0.06836,0.99316,-0.00195
847518751,-0.05666,0.99159,-0.00854,-0.11133,1.00000,-0.01270
847523573,-0.01053,1.00379,0.01160,-0.06641,1.01270,0.00879
847528413,0.00009,1.02900,0.00647,-0.05664,1.03809,0.00391
847533250,-0.02454,1.00102,0.00616,-0.08008,1.00977,0.00293
847538086,-0.02268,1.03226,0.00231,-0.07910,1.04102,-0.00098
847542730,0.00127,1.00152,0.00044,-0.05469,1.01074,-0.00195
847547564,-0.02640,1.00592,0.00428,-0.08203,1.01465,0.00098
847552392,-0.01528,1.01351,-0.00094,-0.07129,1.02246,-0.00391
847557239,-0.00361,1.00454,0.00061,-0.05957,1.01367,-0.00195
847562074,-0.03071,0.99514,-0.00347,-0.08594,1.00391,-0.00684
847566920,-0.01564,1.03509,0.00308,-0.07227,1.04395,0.00000
847571762,-0.01997,0.98815,-0.00090,-0.07520,0.99707,-0.00391
847576611,-0.01805,1.01861,0.01386,-0.07422,1.02734,0.01074
847581248,-0.03146,1.00212,0.00736,-0.08691,1.01074,0.00391
847586086,-0.02970,1.02854,0.00938,-0.08594,1.03711,0.00586
847590929,-0.00956,1.00189,0.01842,-0.06543,1.01074,0.01563
847595756,-0.04431,1.00429,0.00778,-0.09961,1.01270,0.00391
847600597,-0.01221,1.01641,-0.00005,-0.06836,1.02539,-0.00293
847605448,0.00130,1.00342,-0.00445,-0.05469,1.01270,-0.00684
847610298,-0.02377,0.99226,0.01197,-0.07910,1.00098,0.00879
847615143,-0.04572,1.02667,-0.00580,-0.10156,1.03516,-0.00977
847619777,-0.01381,0.99401,0.00774,-0.06934,1.00293,0.00488
847624622,-0.03177,0.99319,-0.00443,-0.08691,1.00195,-0.00781
847629464,-0.02776,0.99321,0.00329,-0.08301,1.00195,0.00000
847634305,-0.04191,1.01801,0.01266,-0.09766,1.02637,0.00879
847639139,-0.04280,0.98946,-0.00409,-0.09766,0.99805,-0.00781
847643984,-0.01782,1.02920,-0.00178,-0.07422,1.03809,-0.00488
847648827,-0.03922,1.00633,0.02232,-0.09473,1.01465,0.01855
847653671,-0.01371,0.99698,0.01069,-0.06934,1.00586,0.00781
847658505,-0.04305,1.01401,0.00386,-0.09863,1.02246,0.00000
847663140,-0.02589,1.02355,0.00629,-0.08203,1.03223,0.00293
847667976,-0.03123,0.97750,-0.00647,-0.08594,0.98633,-0.00977
847672818,-0.02979,0.99313,-0.00743,-0.08496,1.00195,-0.01074
847677661,-0.03934,1.00512,0.00174,-0.09473,1.01367,-0.00195
847682508,-0.01044,1.00858,0.00280,-0.06641,1.01758,0.00000
847687352,0.01450,1.01212,0.00496,-0.04199,1.02148,0.00293
847692184,-0.01282,0.99583,-0.00404,-0.06836,1.00488,-0.00684
847697018,-0.01593,1.02436,0.00598,-0.07227,1.03320,0.00293
847701657,-0.02971,0.99332,0.01021,-0.08496,1.00195,0.00684
847706490,-0.02623,0.97841,-0.00564,-0.08105,0.98730,-0.00879
847711333,-0.02468,0.99796,-0.00561,-0.08008,1.00684,-0.00879
847716176,-0.01755,1.00101,0.01573,-0.07324,1.00977,0.01270
847721020,-0.00400,0.99359,-0.01608,-0.05957,1.00293,-0.01855
847725852,-0.01643,1.00676,0.00592,-0.07227,1.01563,0.00293
847730687,-0.03793,0.98366,0.00945,-0.09277,0.99219,0.00586
847735515,-0.02055,1.00192,0.00505,-0.07617,1.01074,0.00195
847740150,-0.03443,1.00128,0.01529,-0.08984,1.00977,0.01172
847744986,0.00302,0.99181,0.01014,-0.05273,1.00098,0.00781
847749826,-0.00879,0.99863,-0.01003,-0.06445,1.00781,-0.01270
847754663,-0.03006,0.98245,0.00037,-0.08496,0.99121,-0.00293
847759497,-0.04088,0.98836,-0.01199,-0.09570,0.99707,-0.01563
847764334,-0.01098,0.98631,0.02330,-0.06641,0.99512,0.02051
847769182,-0.02446,1.00394,0.00519,-0.08008,1.01270,0.00195
847774021,-0.03140,1.00408,0.00737,-0.08691,1.01270,0.00391
847778862,-0.00698,1.02609,-0.00213,-0.06348,1.03516,-0.00488
847783503,-0.04145,1.00031,0.00571,-0.09668,1.00879,0.00195
847788337,-0.00839,1.01143,-0.00215,-0.06445,1.02051,-0.00488
847793183,-0.01824,0.98115,-0.01176,-0.07324,0.99023,-0.01465
847798029,-0.00889,1.02539,0.02046,-0.06543,1.03418,0.01758
847802873,-0.01011,1.01939,0.00676,-0.06641,1.02832,0.00391
847807717,-0.02531,1.00887,0.00719,-0.08105,1.01758,0.00391
847812555,-0.03654,0.99828,0.00652,-0.09180,1.00684,0.00293
847817398,-0.02299,0.98536,0.00800,-0.07813,0.99414,0.00488
847822026,-0.01524,1.01270,0.01375,-0.07129,1.02148,0.01074
847826863,-0.03423,1.00814,0.01629,-0.08984,1.01660,0.01270
847831704,-0.00680,0.99862,-0.00813,-0.06250,1.00781,-0.01074
847836554,0.00094,0.99070,-0.00547,-0.05469,1.00000,-0.00781
847841394,-0.03030,1.00797,0.00637,-0.08594,1.01660,0.00293
847846223,-0.02555,1.00193,-0.00165,-0.08105,1.01074,-0.00488
847851071,-0.02898,1.02150,-0.00635,-0.08496,1.03027,-0.00977
847855903,0.00417,1.00039,-0.00945,-0.05176,1.00977,-0.01172
847860543,-0.02954,0.99919,0.01023,-0.08496,1.00781,0.00684
847865384,0.00203,0.99550,-0.01235,-0.05371,1.00488,-0.01465
847870224,-0.00432,1.01525,-0.00520,-0.06055,1.02441,-0.00781
