# time,Voltage_channel_1,Voltage_channel_2,Voltage_channel_3
3.440000000000000098e-06,-2.959860000000000075e-08,1.999969999999999786e-03,4.000124000000000193e-05
3.520000000000000180e-06,9.999703999999999017e-04,2.999969999999999807e-03,8.400013999999999701e-04
3.600000000000000261e-06,-2.959860000000000075e-08,1.399969999999999947e-03,-6.399989000000000025e-04
3.679999999999999918e-06,7.999704000000000276e-04,2.399969999999999968e-03,7.200012999999999466e-04
3.759999999999999999e-06,-2.959860000000000075e-08,7.999704000000000276e-04,-1.599988000000000105e-04
3.840000000000000504e-06,-2.959860000000000075e-08,1.999969999999999786e-03,-2.799987999999999999e-04
3.919999999999999738e-06,9.999703999999999017e-04,5.999704000000000452e-04,8.000013999999999736e-04
3.999999999999999819e-06,-2.959860000000000075e-08,1.999969999999999786e-03,6.800012999999999501e-04
4.079999999999999900e-06,9.999703999999999017e-04,3.999704000000000085e-04,-3.599987999999999929e-04
4.159999999999999981e-06,-2.959860000000000075e-08,3.999704000000000085e-04,4.000011999999999947e-04
4.240000000000000062e-06,7.999704000000000276e-04,1.599970000000000038e-03,-3.599987999999999929e-04
4.320000000000000143e-06,-2.959860000000000075e-08,1.599970000000000038e-03,5.200012999999999641e-04
4.400000000000000224e-06,7.999704000000000276e-04,1.999703999999999989e-04,-5.199987999999999789e-04
4.480000000000000305e-06,-2.959860000000000075e-08,1.999703999999999989e-04,3.600011999999999982e-04
4.560000000000000387e-06,7.999704000000000276e-04,1.599970000000000038e-03,-4.399987999999999859e-04
4.640000000000000468e-06,7.999704000000000276e-04,1.599970000000000038e-03,-3.599987999999999929e-04
4.719999999999999702e-06,-2.000295999999999932e-04,1.999703999999999989e-04,3.200012000000000017e-04
4.799999999999999783e-06,-2.000295999999999932e-04,1.599970000000000038e-03,4.000011999999999947e-04
4.879999999999999864e-06,7.999704000000000276e-04,1.999703999999999989e-04,-5.199987999999999789e-04
4.959999999999999945e-06,-2.959860000000000075e-08,1.999703999999999989e-04,4.000011999999999947e-04
5.040000000000000026e-06,7.999704000000000276e-04,1.599970000000000038e-03,-3.599987999999999929e-04
5.120000000000000107e-06,7.999704000000000276e-04,1.999703999999999989e-04,-6.799988999999999990e-04
5.200000000000000188e-06,-2.000295999999999932e-04,1.399969999999999947e-03,5.600012999999999606e-04
5.280000000000000269e-06,-2.959860000000000075e-08,1.999703999999999989e-04,4.000011999999999947e-04
5.360000000000000350e-06,7.999704000000000276e-04,1.399969999999999947e-03,-5.199987999999999789e-04
5.440000000000000431e-06,5.999704000000000452e-04,1.999703999999999989e-04,-6.799988999999999990e-04
5.520000000000000513e-06,-2.959860000000000075e-08,1.399969999999999947e-03,2.400012000000000087e-04
5.599999999999999747e-06,7.999704000000000276e-04,1.199970000000000073e-03,-6.399989000000000025e-04
5.679999999999999828e-06,-2.000295999999999932e-04,-2.959860000000000075e-08,3.200012000000000017e-04
5.759999999999999909e-06,5.999704000000000452e-04,1.399969999999999947e-03,2.400012000000000087e-04
5.839999999999999990e-06,-4.000295999999999757e-04,-2.000295999999999932e-04,-9.599990000000000086e-04
5.920000000000000071e-06,5.999704000000000452e-04,5.999704000000000452e-04,-2.799987999999999999e-04
6.000000000000000152e-06,-4.000295999999999757e-04,-2.800028999999999886e-03,-1.479997999999999947e-03
6.080000000000000233e-06,-4.000295999999999757e-04,-2.000029999999999863e-03,-1.359998999999999974e-03
6.160000000000000314e-06,3.999704000000000085e-04,-4.200029000000000089e-03,-5.199987999999999789e-04
6.240000000000000395e-06,5.999704000000000452e-04,-3.400029000000000159e-03,-1.319999000000000085e-03
6.320000000000000476e-06,-4.000295999999999757e-04,-5.000028999999999585e-03,-4.399987999999999859e-04
6.399999999999999710e-06,-4.000295999999999757e-04,-4.800028999999999928e-03,-1.359998999999999974e-03
6.479999999999999791e-06,5.999704000000000452e-04,-3.600028999999999816e-03,-3.599987999999999929e-04
6.559999999999999873e-06,-4.000295999999999757e-04,-4.600029000000000270e-03,-3.199987999999999964e-04
6.639999999999999954e-06,5.999704000000000452e-04,-3.200029000000000068e-03,-1.199998999999999988e-03
6.720000000000000035e-06,5.999704000000000452e-04,-4.400028999999999746e-03,-3.199987999999999964e-04
6.800000000000000116e-06,-4.000295999999999757e-04,-3.200029000000000068e-03,-1.359998999999999974e-03
6.880000000000000197e-06,-2.000295999999999932e-04,-3.200029000000000068e-03,-1.199998999999999988e-03
6.960000000000000278e-06,5.999704000000000452e-04,-4.600029000000000270e-03,-3.199987999999999964e-04
7.040000000000000359e-06,-2.959860000000000075e-08,-4.400028999999999746e-03,-9.199990000000000121e-04
7.120000000000000440e-06,7.999704000000000276e-04,-2.800028999999999886e-03,1.236912999999999945e-09
7.200000000000000521e-06,-2.959860000000000075e-08,-3.600028999999999816e-03,3.200012000000000017e-04
7.279999999999999755e-06,7.999704000000000276e-04,-2.000029999999999863e-03,-7.999988999999999885e-04
7.359999999999999836e-06,-2.959860000000000075e-08,-3.000028999999999977e-03,-5.199987999999999789e-04
7.439999999999999917e-06,7.999704000000000276e-04,-1.400030000000000024e-03,3.600011999999999982e-04
7.519999999999999999e-06,-2.959860000000000075e-08,-2.200029999999999954e-03,5.600012999999999606e-04
7.600000000000000080e-06,9.999703999999999017e-04,-6.000295999999999581e-04,-6.399989000000000025e-04
7.680000000000001008e-06,-2.959860000000000075e-08,-1.800029999999999989e-03,-3.199987999999999964e-04
7.760000000000000242e-06,7.999704000000000276e-04,-4.000295999999999757e-04,5.200012999999999641e-04
7.839999999999999476e-06,7.999704000000000276e-04,-1.400030000000000024e-03,5.200012999999999641e-04
7.920000000000000404e-06,-2.959860000000000075e-08,-2.959860000000000075e-08,-2.799987999999999999e-04
7.999999999999999638e-06,9.999703999999999017e-04,-2.959860000000000075e-08,8.800013999999999666e-04
8.080000000000000566e-06,-2.959860000000000075e-08,-1.200029999999999934e-03,-5.199987999999999789e-04
8.159999999999999800e-06,-2.959860000000000075e-08,-1.200029999999999934e-03,-2.799987999999999999e-04
8.240000000000000728e-06,9.999703999999999017e-04,1.999703999999999989e-04,8.800013999999999666e-04
8.319999999999999962e-06,9.999703999999999017e-04,-1.200029999999999934e-03,8.800013999999999666e-04
8.400000000000000890e-06,-2.959860000000000075e-08,1.999703999999999989e-04,-3.599987999999999929e-04
8.480000000000000124e-06,1.999703999999999989e-04,-1.200029999999999934e-03,-3.999875999999999784e-05
8.559999999999999359e-06,9.999703999999999017e-04,-2.959860000000000075e-08,1.040001000000000033e-03
8.640000000000000287e-06,9.999703999999999017e-04,-1.200029999999999934e-03,8.800013999999999666e-04
8.719999999999999521e-06,1.999703999999999989e-04,1.999703999999999989e-04,1.236912999999999945e-09
8.800000000000000449e-06,9.999703999999999017e-04,-1.000030000000000059e-03,1.160000999999999914e-03
8.879999999999999683e-06,-2.959860000000000075e-08,1.999703999999999989e-04,-2.799987999999999999e-04
8.960000000000000611e-06,9.999703999999999017e-04,-2.959860000000000075e-08,8.800013999999999666e-04
9.039999999999999845e-06,-2.959860000000000075e-08,-1.200029999999999934e-03,-3.999875999999999784e-05
9.120000000000000773e-06,1.999703999999999989e-04,-1.200029999999999934e-03,1.000000999999999928e-03
9.200000000000000007e-06,9.999703999999999017e-04,1.999703999999999989e-04,4.000124000000000193e-05
9.280000000000000935e-06,9.999703999999999017e-04,-2.959860000000000075e-08,-3.999875999999999784e-05
9.360000000000000169e-06,1.999703999999999989e-04,-1.400030000000000024e-03,8.800013999999999666e-04
9.439999999999999403e-06,1.999703999999999989e-04,-2.959860000000000075e-08,-1.599988000000000105e-04
9.520000000000000332e-06,9.999703999999999017e-04,-1.200029999999999934e-03,1.040001000000000033e-03
9.599999999999999566e-06,1.999703999999999989e-04,-1.200029999999999934e-03,1.040001000000000033e-03
9.680000000000000494e-06,9.999703999999999017e-04,-2.959860000000000075e-08,-3.999875999999999784e-05
9.759999999999999728e-06,3.999704000000000085e-04,-1.200029999999999934e-03,4.000124000000000193e-05
9.840000000000000656e-06,1.199970000000000073e-03,5.999704000000000452e-04,1.160000999999999914e-03
9.919999999999999890e-06,1.199970000000000073e-03,-2.000295999999999932e-04,5.600012999999999606e-04
1.000000000000000082e-05,3.999704000000000085e-04,2.799970000000000150e-03,2.000000999999999949e-03
1.008000000000000005e-05,3.999704000000000085e-04,1.799969999999999912e-03,1.840000999999999963e-03
1.016000000000000098e-05,1.399969999999999947e-03,4.199969999999999919e-03,7.200012999999999466e-04
1.024000000000000021e-05,1.199970000000000073e-03,3.199969999999999898e-03,8.000013999999999736e-04
1.031999999999999945e-05,3.999704000000000085e-04,4.799969999999999758e-03,1.879999999999999944e-03
1.040000000000000038e-05,3.999704000000000085e-04,4.799969999999999758e-03,1.640001000000000089e-03
1.047999999999999961e-05,1.199970000000000073e-03,3.199969999999999898e-03,5.600012999999999606e-04
1.056000000000000054e-05,1.199970000000000073e-03,4.199969999999999919e-03,1.520000999999999991e-03
1.063999999999999977e-05,3.999704000000000085e-04,2.999969999999999807e-03,5.600012999999999606e-04
1.072000000000000070e-05,3.999704000000000085e-04,2.999969999999999807e-03,1.800001000000000075e-03
1.079999999999999993e-05,1.199970000000000073e-03,4.399969999999999576e-03,7.200012999999999466e-04
1.088000000000000086e-05,3.999704000000000085e-04,3.399969999999999989e-03,1.560001000000000096e-03
1.096000000000000010e-05,1.199970000000000073e-03,4.599970000000000100e-03,5.200012999999999641e-04
1.104000000000000103e-05,9.999703999999999017e-04,4.399969999999999576e-03,1.360001000000000005e-03
1.112000000000000026e-05,1.999703999999999989e-04,2.799970000000000150e-03,3.200012000000000017e-04
1.119999999999999949e-05,1.999703999999999989e-04,3.799968999999999830e-03,-1.599988000000000105e-04
1.128000000000000042e-05,9.999703999999999017e-04,1.799969999999999912e-03,9.600013999999999596e-04
1.135999999999999966e-05,9.999703999999999017e-04,2.799970000000000150e-03,1.000000999999999928e-03
1.144000000000000058e-05,-2.959860000000000075e-08,1.199970000000000073e-03,-1.599988000000000105e-04
1.151999999999999982e-05,9.999703999999999017e-04,2.399969999999999968e-03,-3.599987999999999929e-04
1.160000000000000075e-05,-2.959860000000000075e-08,7.999704000000000276e-04,1.040001000000000033e-03
1.167999999999999998e-05,-2.959860000000000075e-08,1.799969999999999912e-03,5.600012999999999606e-04
1.176000000000000091e-05,9.999703999999999017e-04,3.999704000000000085e-04,-3.199987999999999964e-04
1.184000000000000014e-05,-2.959860000000000075e-08,1.799969999999999912e-03,-4.799987999999999824e-04
1.192000000000000107e-05,9.999703999999999017e-04,3.999704000000000085e-04,5.600012999999999606e-04
1.200000000000000030e-05,-2.959860000000000075e-08,1.599970000000000038e-03,-3.599987999999999929e-04
1.207999999999999954e-05,7.999704000000000276e-04,3.999704000000000085e-04,7.200012999999999466e-04
1.216000000000000047e-05,-2.959860000000000075e-08,1.399969999999999947e-03,-4.799987999999999824e-04
1.223999999999999970e-05,7.999704000000000276e-04,1.999703999999999989e-04,5.200012999999999641e-04
1.232000000000000063e-05,9.999703999999999017e-04,1.199970000000000073e-03,-3.599987999999999929e-04
1.239999999999999986e-05,-2.959860000000000075e-08,1.999703999999999989e-04,5.600012999999999606e-04
1.248000000000000079e-05,-2.959860000000000075e-08,1.999703999999999989e-04,-5.199987999999999789e-04
1.256000000000000002e-05,7.999704000000000276e-04,1.199970000000000073e-03,4.000011999999999947e-04
1.264000000000000095e-05,-2.959860000000000075e-08,1.999703999999999989e-04,-5.999989000000000060e-04
1.272000000000000019e-05,9.999703999999999017e-04,1.399969999999999947e-03,4.000011999999999947e-04
1.279999999999999942e-05,-2.959860000000000075e-08,1.399969999999999947e-03,-6.399989000000000025e-04
1.288000000000000035e-05,7.999704000000000276e-04,1.999703999999999989e-04,4.000011999999999947e-04
1.295999999999999958e-05,9.999703999999999017e-04,1.999703999999999989e-04,4.000011999999999947e-04
1.304000000000000051e-05,-2.000295999999999932e-04,1.599970000000000038e-03,-5.199987999999999789e-04
1.311999999999999975e-05,7.999704000000000276e-04,1.999703999999999989e-04,-6.799988999999999990e-04
1.320000000000000067e-05,-2.959860000000000075e-08,1.599970000000000038e-03,5.200012999999999641e-04
1.327999999999999991e-05,9.999703999999999017e-04,1.999703999999999989e-04,4.000011999999999947e-04
1.336000000000000084e-05,-2.959860000000000075e-08,1.599970000000000038e-03,-5.199987999999999789e-04
1.344000000000000007e-05,-2.959860000000000075e-08,1.399969999999999947e-03,4.000011999999999947e-04
1.352000000000000100e-05,7.999704000000000276e-04,-2.000295999999999932e-04,-8.399988999999999850e-04
1.360000000000000023e-05,-2.000295999999999932e-04,-2.959860000000000075e-08,-7.999988999999999885e-04
1.367999999999999947e-05,7.999704000000000276e-04,1.199970000000000073e-03,5.200012999999999641e-04
1.376000000000000039e-05,5.999704000000000452e-04,9.999703999999999017e-04,2.400012000000000087e-04
1.383999999999999963e-05,-6.000295999999999581e-04,-6.000295999999999581e-04,-8.399988999999999850e-04
1.392000000000000056e-05,3.999704000000000085e-04,3.999704000000000085e-04,-2.799987999999999999e-04
1.399999999999999979e-05,-6.000295999999999581e-04,-2.800028999999999886e-03,-1.839998000000000024e-03
1.408000000000000072e-05,3.999704000000000085e-04,-1.800029999999999989e-03,-5.199987999999999789e-04
1.415999999999999995e-05,-4.000295999999999757e-04,-4.200029000000000089e-03,-1.359998999999999974e-03
1.424000000000000088e-05,3.999704000000000085e-04,-3.200029000000000068e-03,-5.199987999999999789e-04
1.432000000000000011e-05,-4.000295999999999757e-04,-4.800028999999999928e-03,-1.679998000000000038e-03
1.440000000000000104e-05,3.999704000000000085e-04,-4.800028999999999928e-03,-4.399987999999999859e-04
1.448000000000000028e-05,-4.000295999999999757e-04,-3.600028999999999816e-03,-1.479997999999999947e-03
1.455999999999999951e-05,3.999704000000000085e-04,-4.400028999999999746e-03,-3.999875999999999784e-05
1.464000000000000044e-05,-6.000295999999999581e-04,-3.000028999999999977e-03,-1.199998999999999988e-03
1.471999999999999967e-05,-4.000295999999999757e-04,-3.000028999999999977e-03,-3.199987999999999964e-04
1.480000000000000060e-05,5.999704000000000452e-04,-4.400028999999999746e-03,-1.519998000000000052e-03
1.487999999999999983e-05,-4.000295999999999757e-04,-4.400028999999999746e-03,-1.199998999999999988e-03
1.496000000000000076e-05,5.999704000000000452e-04,-3.200029000000000068e-03,-2.799987999999999999e-04
1.504000000000000000e-05,7.999704000000000276e-04,-4.200029000000000089e-03,-9.999989999999998967e-04
1.512000000000000093e-05,-2.000295999999999932e-04,-2.600028999999999795e-03,1.600011999999999886e-04
1.520000000000000016e-05,-2.000295999999999932e-04,-3.400029000000000159e-03,-9.199990000000000121e-04
1.527999999999999939e-05,7.999704000000000276e-04,-2.000029999999999863e-03,3.600011999999999982e-04
1.536000000000000202e-05,-2.959860000000000075e-08,-2.800028999999999886e-03,3.200012000000000017e-04
1.544000000000000125e-05,7.999704000000000276e-04,-1.000030000000000059e-03,-6.799988999999999990e-04
1.552000000000000048e-05,-2.959860000000000075e-08,-2.000029999999999863e-03,-6.399989000000000025e-04
1.559999999999999972e-05,7.999704000000000276e-04,-6.000295999999999581e-04,5.600012999999999606e-04
1.567999999999999895e-05,7.999704000000000276e-04,-1.600029999999999899e-03,-6.399989000000000025e-04
1.576000000000000157e-05,-2.959860000000000075e-08,-2.959860000000000075e-08,5.600012999999999606e-04
1.584000000000000081e-05,-2.959860000000000075e-08,-1.400030000000000024e-03,-4.399987999999999859e-04
1.592000000000000004e-05,9.999703999999999017e-04,-2.959860000000000075e-08,5.200012999999999641e-04
1.599999999999999928e-05,7.999704000000000276e-04,-1.200029999999999934e-03,8.000013999999999736e-04
1.608000000000000190e-05,-2.959860000000000075e-08,-2.959860000000000075e-08,-3.599987999999999929e-04
1.616000000000000113e-05,-2.959860000000000075e-08,-1.200029999999999934e-03,-2.399988000000000034e-04
1.624000000000000037e-05,9.999703999999999017e-04,1.999703999999999989e-04,8.400013999999999701e-04
1.631999999999999960e-05,1.999703999999999989e-04,3.999704000000000085e-04,-3.599987999999999929e-04
1.639999999999999883e-05,9.999703999999999017e-04,-1.000030000000000059e-03,1.000000999999999928e-03
1.648000000000000146e-05,9.999703999999999017e-04,-1.000030000000000059e-03,8.400013999999999701e-04
1.656000000000000069e-05,-2.959860000000000075e-08,3.999704000000000085e-04,1.236912999999999945e-09
1.663999999999999992e-05,9.999703999999999017e-04,3.999704000000000085e-04,-3.999875999999999784e-05
1.671999999999999916e-05,-2.959860000000000075e-08,-8.000296000000000490e-04,8.800013999999999666e-04
1.680000000000000178e-05,1.999703999999999989e-04,3.999704000000000085e-04,1.236912999999999945e-09
1.688000000000000101e-05,9.999703999999999017e-04,-1.000030000000000059e-03,1.240000999999999907e-03
1.696000000000000025e-05,1.999703999999999989e-04,3.999704000000000085e-04,8.800013999999999666e-04
1.703999999999999948e-05,1.199970000000000073e-03,-8.000296000000000490e-04,1.200012000000000057e-04
1.711999999999999872e-05,9.999703999999999017e-04,-8.000296000000000490e-04,-1.599988000000000105e-04
1.720000000000000134e-05,-2.959860000000000075e-08,5.999704000000000452e-04,1.080000999999999921e-03
1.728000000000000057e-05,9.999703999999999017e-04,-8.000296000000000490e-04,8.800013999999999666e-04
1.735999999999999981e-05,-2.959860000000000075e-08,5.999704000000000452e-04,1.200012000000000057e-04
1.743999999999999904e-05,9.999703999999999017e-04,-8.000296000000000490e-04,1.000000999999999928e-03
1.752000000000000166e-05,1.999703999999999989e-04,5.999704000000000452e-04,4.000124000000000193e-05
1.760000000000000090e-05,1.999703999999999989e-04,5.999704000000000452e-04,1.200001000000000019e-03
1.768000000000000013e-05,1.199970000000000073e-03,-8.000296000000000490e-04,-3.999875999999999784e-05
1.775999999999999937e-05,3.999704000000000085e-04,-8.000296000000000490e-04,1.200012000000000057e-04
1.784000000000000199e-05,1.399969999999999947e-03,7.999704000000000276e-04,1.080000999999999921e-03
1.792000000000000122e-05,1.399969999999999947e-03,1.999703999999999989e-04,5.200012999999999641e-04
1.800000000000000046e-05,3.999704000000000085e-04,2.999969999999999807e-03,2.040001000000000054e-03
1.807999999999999969e-05,1.199970000000000073e-03,2.199969999999999877e-03,1.720001000000000082e-03
1.815999999999999892e-05,3.999704000000000085e-04,4.599970000000000100e-03,8.000013999999999736e-04
1.824000000000000155e-05,1.199970000000000073e-03,3.799968999999999830e-03,1.680000999999999977e-03
1.832000000000000078e-05,3.999704000000000085e-04,5.599970000000000121e-03,6.800012999999999501e-04
1.840000000000000001e-05,3.999704000000000085e-04,5.599970000000000121e-03,6.800012999999999501e-04
1.847999999999999925e-05,1.199970000000000073e-03,4.399969999999999576e-03,1.879999999999999944e-03
1.856000000000000187e-05,5.999704000000000452e-04,5.199969999999999939e-03,1.560001000000000096e-03
1.864000000000000110e-05,1.399969999999999947e-03,3.799968999999999830e-03,5.600012999999999606e-04
1.872000000000000034e-05,1.199970000000000073e-03,3.799968999999999830e-03,2.040001000000000054e-03
1.879999999999999957e-05,3.999704000000000085e-04,5.199969999999999939e-03,8.000013999999999736e-04
1.887999999999999881e-05,3.999704000000000085e-04,3.999968999999999920e-03,1.520000999999999991e-03
1.896000000000000143e-05,1.199970000000000073e-03,5.199969999999999939e-03,5.600012999999999606e-04
1.904000000000000066e-05,1.199970000000000073e-03,5.199969999999999939e-03,1.480001000000000103e-03
1.911999999999999990e-05,1.999703999999999989e-04,3.399969999999999989e-03,3.200012000000000017e-04
1.919999999999999913e-05,9.999703999999999017e-04,4.399969999999999576e-03,1.440000999999999998e-03
1.928000000000000175e-05,-2.959860000000000075e-08,2.399969999999999968e-03,1.236912999999999945e-09
1.936000000000000099e-05,9.999703999999999017e-04,3.599969000000000172e-03,1.040001000000000033e-03
1.944000000000000022e-05,-2.959860000000000075e-08,1.799969999999999912e-03,-1.199988000000000004e-04
1.951999999999999946e-05,7.999704000000000276e-04,2.999969999999999807e-03,1.160000999999999914e-03
1.960000000000000208e-05,-2.959860000000000075e-08,1.399969999999999947e-03,-4.399987999999999859e-04
1.968000000000000131e-05,-2.959860000000000075e-08,2.399969999999999968e-03,1.000000999999999928e-03
1.976000000000000055e-05,9.999703999999999017e-04,7.999704000000000276e-04,-4.399987999999999859e-04
1.983999999999999978e-05,1.999703999999999989e-04,2.199969999999999877e-03,-1.599988000000000105e-04
1.991999999999999901e-05,7.999704000000000276e-04,7.999704000000000276e-04,6.000012999999999571e-04
2.000000000000000164e-05,-2.959860000000000075e-08,1.999969999999999786e-03,8.400013999999999701e-04
2.008000000000000087e-05,7.999704000000000276e-04,5.999704000000000452e-04,-5.199987999999999789e-04
2.016000000000000010e-05,-2.959860000000000075e-08,1.799969999999999912e-03,4.800013000000000218e-04
2.023999999999999934e-05,7.999704000000000276e-04,3.999704000000000085e-04,-3.599987999999999929e-04
2.032000000000000196e-05,-2.959860000000000075e-08,3.999704000000000085e-04,-6.399989000000000025e-04
2.040000000000000119e-05,7.999704000000000276e-04,1.799969999999999912e-03,6.800012999999999501e-04
2.048000000000000043e-05,-2.959860000000000075e-08,3.999704000000000085e-04,-5.199987999999999789e-04
2.055999999999999966e-05,9.999703999999999017e-04,1.799969999999999912e-03,4.000011999999999947e-04
2.063999999999999890e-05,-2.000295999999999932e-04,1.799969999999999912e-03,-4.799987999999999824e-04
2.072000000000000152e-05,7.999704000000000276e-04,3.999704000000000085e-04,4.000011999999999947e-04
2.080000000000000075e-05,7.999704000000000276e-04,1.799969999999999912e-03,6.800012999999999501e-04
2.087999999999999999e-05,-2.000295999999999932e-04,5.999704000000000452e-04,-5.199987999999999789e-04
2.095999999999999922e-05,-2.959860000000000075e-08,1.999969999999999786e-03,-5.199987999999999789e-04
2.104000000000000184e-05,7.999704000000000276e-04,3.999704000000000085e-04,3.200012000000000017e-04
2.112000000000000108e-05,-2.959860000000000075e-08,1.799969999999999912e-03,4.800013000000000218e-04
2.120000000000000031e-05,7.999704000000000276e-04,3.999704000000000085e-04,-9.999989999999998967e-04
2.127999999999999955e-05,-2.000295999999999932e-04,1.799969999999999912e-03,-5.999989000000000060e-04
2.135999999999999878e-05,7.999704000000000276e-04,3.999704000000000085e-04,3.200012000000000017e-04
2.144000000000000140e-05,7.999704000000000276e-04,1.599970000000000038e-03,-6.399989000000000025e-04
2.152000000000000064e-05,-2.959860000000000075e-08,3.999704000000000085e-04,3.600011999999999982e-04
2.159999999999999987e-05,7.999704000000000276e-04,1.799969999999999912e-03,5.200012999999999641e-04
2.167999999999999910e-05,-2.000295999999999932e-04,3.999704000000000085e-04,-6.399989000000000025e-04
2.176000000000000173e-05,5.999704000000000452e-04,1.399969999999999947e-03,-6.799988999999999990e-04
2.184000000000000096e-05,-4.000295999999999757e-04,1.999703999999999989e-04,3.200012000000000017e-04
2.192000000000000019e-05,3.999704000000000085e-04,7.999704000000000276e-04,-1.199988000000000004e-04
2.199999999999999943e-05,-4.000295999999999757e-04,-2.200029999999999954e-03,-1.359998999999999974e-03
2.208000000000000205e-05,-4.000295999999999757e-04,-1.400030000000000024e-03,-1.359998999999999974e-03
2.216000000000000128e-05,5.999704000000000452e-04,-3.800028999999999907e-03,-4.399987999999999859e-04
2.224000000000000052e-05,-4.000295999999999757e-04,-3.000028999999999977e-03,-3.599987999999999929e-04
2.231999999999999975e-05,5.999704000000000452e-04,-4.800028999999999928e-03,-1.519998000000000052e-03
2.239999999999999899e-05,-6.000295999999999581e-04,-4.600029000000000270e-03,-1.359998999999999974e-03
2.248000000000000161e-05,5.999704000000000452e-04,-3.200029000000000068e-03,-1.599988000000000105e-04
2.256000000000000084e-05,3.999704000000000085e-04,-4.200029000000000089e-03,-3.199987999999999964e-04
