# time,Voltage_channel_1,Voltage_channel_2,Voltage_channel_3
1.507999999999999961e-05,-2.488377999999999821e-09,-2.000182000000000002e-02,1.480001000000000103e-03
1.512000000000000093e-05,6.399975999999999929e-04,1.999818000000000082e-02,6.800012999999999501e-04
1.516000000000000054e-05,-1.600024999999999982e-04,-2.000182000000000002e-02,1.680000999999999977e-03
1.520000000000000016e-05,5.999975999999999964e-04,1.999818000000000082e-02,1.720001000000000082e-03
1.523999999999999978e-05,-2.000024999999999947e-04,-1.817942000000000093e-06,7.200012999999999466e-04
1.527999999999999939e-05,-2.488377999999999821e-09,1.999818000000000082e-02,1.720001000000000082e-03
1.531999999999999901e-05,6.399975999999999929e-04,-2.000182000000000002e-02,5.200012999999999641e-04
1.536000000000000202e-05,6.399975999999999929e-04,1.999818000000000082e-02,1.640001000000000089e-03
1.540000000000000163e-05,-4.000249000000000128e-05,-1.817942000000000093e-06,3.600011999999999982e-04
1.544000000000000125e-05,5.999975999999999964e-04,1.999818000000000082e-02,8.000013999999999736e-04
1.548000000000000087e-05,-2.800025000000000148e-04,-1.817942000000000093e-06,1.720001000000000082e-03
1.552000000000000048e-05,5.999975999999999964e-04,1.999818000000000082e-02,1.720001000000000082e-03
1.556000000000000010e-05,-2.800025000000000148e-04,-1.817942000000000093e-06,5.600012999999999606e-04
1.559999999999999972e-05,-1.600024999999999982e-04,1.999818000000000082e-02,1.640001000000000089e-03
1.563999999999999933e-05,4.799975000000000270e-04,-2.000182000000000002e-02,6.000012999999999571e-04
1.567999999999999895e-05,-1.600024999999999982e-04,1.999818000000000082e-02,1.440000999999999998e-03
1.572000000000000196e-05,5.599975999999999999e-04,-1.817942000000000093e-06,3.200012000000000017e-04
1.576000000000000157e-05,5.999975999999999964e-04,-1.817942000000000093e-06,1.520000999999999991e-03
1.580000000000000119e-05,-2.000024999999999947e-04,1.999818000000000082e-02,3.200012000000000017e-04
1.584000000000000081e-05,5.599975999999999999e-04,1.999818000000000082e-02,6.800012999999999501e-04
1.588000000000000042e-05,-2.800025000000000148e-04,-1.817942000000000093e-06,1.800001000000000075e-03
1.592000000000000004e-05,5.999975999999999964e-04,-1.817942000000000093e-06,1.720001000000000082e-03
1.595999999999999966e-05,-2.800025000000000148e-04,1.999818000000000082e-02,8.000013999999999736e-04
1.599999999999999928e-05,-2.800025000000000148e-04,-1.817942000000000093e-06,6.800012999999999501e-04
1.603999999999999889e-05,4.799975000000000270e-04,1.999818000000000082e-02,1.560001000000000096e-03
1.608000000000000190e-05,5.999975999999999964e-04,1.999818000000000082e-02,1.520000999999999991e-03
1.612000000000000152e-05,-3.600025000000000078e-04,-1.817942000000000093e-06,2.000012000000000122e-04
1.616000000000000113e-05,-2.800025000000000148e-04,1.999818000000000082e-02,1.480001000000000103e-03
1.620000000000000075e-05,4.399974999999999763e-04,-1.817942000000000093e-06,4.800013000000000218e-04
1.624000000000000037e-05,3.599974999999999833e-04,1.999818000000000082e-02,1.360001000000000005e-03
1.627999999999999998e-05,-3.200025000000000113e-04,-2.000182000000000002e-02,1.600011999999999886e-04
1.631999999999999960e-05,-3.200025000000000113e-04,1.999818000000000082e-02,1.000000999999999928e-03
1.635999999999999922e-05,3.599974999999999833e-04,-2.000182000000000002e-02,2.000012000000000122e-04
1.639999999999999883e-05,4.799975000000000270e-04,1.999818000000000082e-02,-3.999875999999999784e-05
1.644000000000000184e-05,-3.600025000000000078e-04,-2.000182000000000002e-02,1.080000999999999921e-03
1.648000000000000146e-05,-4.800024999999999973e-04,1.999818000000000082e-02,1.080000999999999921e-03
1.652000000000000107e-05,4.399974999999999763e-04,-2.000182000000000002e-02,1.600011999999999886e-04
1.656000000000000069e-05,4.399974999999999763e-04,1.999818000000000082e-02,1.200012000000000057e-04
1.660000000000000031e-05,-3.600025000000000078e-04,-1.817942000000000093e-06,8.800013999999999666e-04
1.663999999999999992e-05,-3.200025000000000113e-04,-1.817942000000000093e-06,-3.599987999999999929e-04
1.667999999999999954e-05,3.599974999999999833e-04,1.999818000000000082e-02,1.200001000000000019e-03
1.671999999999999916e-05,-3.600025000000000078e-04,1.999818000000000082e-02,6.800012999999999501e-04
1.675999999999999878e-05,3.599974999999999833e-04,-2.000182000000000002e-02,-1.599988000000000105e-04
1.680000000000000178e-05,4.799975000000000270e-04,1.999818000000000082e-02,6.800012999999999501e-04
