# Frequency, Frequency_g, g, Frequency_V, RMS_V, Phase_V
1.950000000000000000e+01,1.893938999999999950e+01,2.064352999999999883e-01,1.908397000000000077e+01,1.022898000000000002e-01,9.681817999999999813e+01
2.000000000000000000e+01,1.937984000000000151e+01,2.040550999999999893e-01,1.953125000000000000e+01,1.056556000000000023e-01,1.046512000000000029e+02
2.050000000000000000e+01,2.000000000000000000e+01,1.973046999999999995e-01,2.000000000000000000e+01,1.043431999999999971e-01,1.108799999999999955e+02
2.100000000000000000e+01,2.049180000000000135e+01,2.079814000000000107e-01,2.066115999999999886e+01,1.072070999999999996e-01,1.136066000000000003e+02
2.150000000000000000e+01,2.100840000000000174e+01,2.180870000000000031e-01,2.100840000000000174e+01,1.151302000000000020e-01,1.043696999999999946e+02
2.200000000000000000e+01,2.136751999999999896e+01,2.006682999999999939e-01,2.155171999999999954e+01,1.144362000000000018e-01,1.030768999999999949e+02
2.250000000000000000e+01,2.212388999999999939e+01,2.058010999999999868e-01,2.192981999999999942e+01,1.211210999999999954e-01,1.067257000000000033e+02
2.300000000000000000e+01,2.252252000000000010e+01,2.153863000000000028e-01,2.232142999999999944e+01,1.238025999999999988e-01,1.054054000000000002e+02
2.350000000000000000e+01,2.293578000000000117e+01,2.055568000000000117e-01,2.314815000000000111e+01,1.137094000000000021e-01,1.106422000000000025e+02
2.400000000000000000e+01,2.358491000000000071e+01,2.105645999999999907e-01,2.336448000000000036e+01,1.150475999999999999e-01,1.103773999999999944e+02
2.450000000000000000e+01,2.403846000000000060e+01,2.126464999999999883e-01,2.403846000000000060e+01,1.180087999999999970e-01,1.055768999999999949e+02
2.500000000000000000e+01,2.450979999999999848e+01,2.058167999999999942e-01,2.450979999999999848e+01,1.180033000000000054e-01,1.076470000000000056e+02
2.550000000000000000e+01,2.500000000000000000e+01,2.046437000000000117e-01,2.500000000000000000e+01,1.215220000000000050e-01,1.062000000000000028e+02
2.600000000000000000e+01,2.551020000000000110e+01,2.038328000000000084e-01,2.551020000000000110e+01,1.228334999999999982e-01,1.120408000000000044e+02
2.650000000000000000e+01,2.604166999999999987e+01,2.023073999999999983e-01,2.604166999999999987e+01,1.260193000000000008e-01,1.106250000000000000e+02
2.700000000000000000e+01,2.631578999999999979e+01,2.006931000000000132e-01,2.659574999999999889e+01,1.293526999999999871e-01,1.080000000000000000e+02
2.750000000000000000e+01,2.688172000000000139e+01,2.008180999999999994e-01,2.688172000000000139e+01,1.321251999999999982e-01,1.064515999999999991e+02
2.800000000000000000e+01,2.747252999999999901e+01,2.065863000000000005e-01,2.747252999999999901e+01,1.398957999999999868e-01,1.127472999999999956e+02
2.850000000000000000e+01,2.777777999999999992e+01,2.131056000000000061e-01,2.777777999999999992e+01,1.488561999999999941e-01,1.020000000000000000e+02
2.900000000000000000e+01,2.840908999999999907e+01,2.026610000000000078e-01,2.840908999999999907e+01,1.476332999999999951e-01,1.084090999999999951e+02
2.950000000000000000e+01,2.873563000000000045e+01,1.986976000000000020e-01,2.873563000000000045e+01,1.526240000000000097e-01,1.055172000000000025e+02
3.000000000000000000e+01,2.941176000000000101e+01,2.050814999999999999e-01,2.941176000000000101e+01,1.660800000000000054e-01,1.080000000000000000e+02
3.050000000000000000e+01,2.976191000000000031e+01,2.014459000000000111e-01,2.976191000000000031e+01,1.705058999999999880e-01,1.092857000000000056e+02
3.100000000000000000e+01,3.086420000000000030e+01,1.973566999999999960e-01,3.048780000000000001e+01,1.747072000000000069e-01,1.044444000000000017e+02
3.150000000000000000e+01,3.125000000000000000e+01,2.024025999999999881e-01,3.086420000000000030e+01,1.843430000000000069e-01,1.057500000000000000e+02
3.200000000000000000e+01,3.125000000000000000e+01,2.001056999999999975e-01,3.164556999999999931e+01,1.873771999999999938e-01,1.147500000000000000e+02
3.250000000000000000e+01,3.205127999999999844e+01,2.059414999999999996e-01,3.164556999999999931e+01,1.980621999999999938e-01,1.061538000000000039e+02
3.300000000000000000e+01,3.289473999999999876e+01,2.023360999999999910e-01,3.246752999999999645e+01,2.028801000000000077e-01,1.113157999999999959e+02
3.350000000000000000e+01,3.300330000000000297e+01,2.098382000000000025e-01,3.311258000000000123e+01,2.206508000000000080e-01,1.075247999999999990e+02
3.400000000000000000e+01,3.344481999999999999e+01,2.058988999999999958e-01,3.355704999999999671e+01,2.297145999999999910e-01,1.149832999999999998e+02
3.450000000000000000e+01,3.412968999999999653e+01,2.030775999999999970e-01,3.401359999999999673e+01,2.403268000000000071e-01,1.102537999999999982e+02
3.500000000000000000e+01,3.460208000000000084e+01,2.015099999999999947e-01,3.448275999999999897e+01,2.508754000000000262e-01,1.173102999999999980e+02
3.550000000000000000e+01,3.508771999999999736e+01,1.982954000000000105e-01,3.496502999999999872e+01,2.623622999999999927e-01,1.168421000000000021e+02
3.600000000000000000e+01,3.571428000000000225e+01,1.961829999999999963e-01,3.546099000000000245e+01,2.747352000000000127e-01,1.163571000000000026e+02
3.650000000000000000e+01,3.597122999999999848e+01,2.030955000000000121e-01,3.610108000000000317e+01,3.019340999999999831e-01,1.146042999999999950e+02
3.700000000000000000e+01,3.636363999999999663e+01,2.000387000000000137e-01,3.649634999999999962e+01,3.134914999999999785e-01,1.149634999999999962e+02
3.750000000000000000e+01,3.676471000000000089e+01,1.976131000000000137e-01,3.703703999999999752e+01,3.253673000000000259e-01,1.175645999999999987e+02
3.800000000000000000e+01,3.759398999999999802e+01,1.942854999999999999e-01,3.759398999999999802e+01,3.382751999999999981e-01,1.224812000000000012e+02
3.850000000000000000e+01,3.802280999999999977e+01,1.917648999999999881e-01,3.802280999999999977e+01,3.522127999999999926e-01,1.225095000000000027e+02
3.900000000000000000e+01,3.861003999999999792e+01,2.004624999999999879e-01,3.846153999999999940e+01,3.881949000000000094e-01,1.216216000000000008e+02
3.950000000000000000e+01,3.906250000000000000e+01,1.986121999999999888e-01,3.891051000000000215e+01,4.028542999999999985e-01,1.253696999999999946e+02
4.000000000000000000e+01,3.937008000000000152e+01,1.966617999999999977e-01,3.952568999999999733e+01,4.174160000000000093e-01,1.339370000000000118e+02
4.050000000000000000e+01,4.016064000000000078e+01,1.963783000000000056e-01,3.984064000000000050e+01,4.314931000000000183e-01,1.380723000000000127e+02
4.100000000000000000e+01,4.048582999999999998e+01,2.046320000000000083e-01,4.048582999999999998e+01,4.722397999999999874e-01,1.406477999999999895e+02
4.150000000000000000e+01,4.098360999999999876e+01,2.032599999999999962e-01,4.089979999999999905e+01,4.900993000000000155e-01,1.438524999999999920e+02
4.200000000000000000e+01,4.149376999999999782e+01,2.002265000000000017e-01,4.149376999999999782e+01,5.057739999999999458e-01,1.486306999999999903e+02
4.250000000000000000e+01,4.201680999999999955e+01,2.052888999999999964e-01,4.201680999999999955e+01,5.352506999999999682e-01,1.520167999999999893e+02
4.300000000000000000e+01,4.255319000000000074e+01,2.064468999999999888e-01,4.246283999999999992e+01,5.503474000000000421e-01,1.539574000000000069e+02
4.320000000000000284e+01,4.273503999999999792e+01,2.118999000000000021e-01,4.291846000000000316e+01,5.811958000000000402e-01,1.568240999999999872e+02
4.340000000000000568e+01,4.329003999999999763e+01,2.106435999999999864e-01,4.329003999999999763e+01,5.857310999999999490e-01,1.587096999999999980e+02
4.360000000000000853e+01,4.347825999999999880e+01,2.106406000000000112e-01,4.329003999999999763e+01,5.903992000000000129e-01,1.620000000000000000e+02
4.380000000000001137e+01,4.366812000000000182e+01,2.108414000000000121e-01,4.366812000000000182e+01,5.951712000000000113e-01,1.674235999999999933e+02
4.400000000000001421e+01,4.366812000000000182e+01,2.112223000000000017e-01,4.385965000000000202e+01,5.961235000000000284e-01,1.658514999999999873e+02
4.420000000000001705e+01,4.405286000000000257e+01,2.141251999999999878e-01,4.405286000000000257e+01,6.106721000000000510e-01,1.704846000000000004e+02
4.440000000000001990e+01,4.405286000000000257e+01,2.137622000000000133e-01,4.424779000000000195e+01,6.133530999999999844e-01,1.696459999999999866e+02
4.460000000000002274e+01,4.444444000000000017e+01,2.102580000000000005e-01,4.434590000000000032e+01,6.012661999999999729e-01,1.728318999999999903e+02
4.480000000000002558e+01,4.444444000000000017e+01,2.058821999999999874e-01,4.444444000000000017e+01,6.011471999999999927e-01,1.720000000000000000e+02
4.500000000000002842e+01,4.484304999999999808e+01,2.072688000000000030e-01,4.484304999999999808e+01,5.995684000000000013e-01,1.751570000000000107e+02
4.520000000000003126e+01,4.504505000000000337e+01,2.105067999999999939e-01,4.494382000000000232e+01,6.135515000000000274e-01,-1.791891999999999996e+02
4.540000000000003411e+01,4.524886999999999659e+01,2.118163000000000129e-01,4.524886999999999659e+01,6.135188000000000308e-01,1.767420999999999935e+02
4.560000000000003695e+01,4.545454000000000150e+01,2.118566000000000060e-01,4.545454000000000150e+01,6.108637000000000095e-01,-1.791818000000000097e+02
4.580000000000003979e+01,4.566210000000000235e+01,2.139658999999999867e-01,4.566210000000000235e+01,6.073737999999999637e-01,-1.783562000000000012e+02
4.600000000000004263e+01,4.587156000000000233e+01,2.115499999999999881e-01,4.566210000000000235e+01,6.023144000000000275e-01,-1.775228999999999928e+02
4.620000000000004547e+01,4.608294999999999675e+01,2.092568999999999957e-01,4.587156000000000233e+01,5.965732000000000257e-01,-1.783410000000000082e+02
4.640000000000004832e+01,4.629630000000000223e+01,2.128921000000000008e-01,4.629630000000000223e+01,5.932146999999999837e-01,-1.708333000000000084e+02
4.660000000000005116e+01,4.651162999999999670e+01,2.101310000000000122e-01,4.629630000000000223e+01,5.883791000000000437e-01,-1.699534999999999911e+02
4.680000000000005400e+01,4.651162999999999670e+01,2.081786999999999943e-01,4.672896999999999679e+01,5.825190000000000090e-01,-1.682790999999999997e+02
4.700000000000005684e+01,4.694836000000000098e+01,2.104667000000000066e-01,4.672896999999999679e+01,5.742140000000000022e-01,-1.681690000000000111e+02
4.720000000000005969e+01,4.694836000000000098e+01,2.106954000000000049e-01,4.694836000000000098e+01,5.660893999999999648e-01,-1.664789000000000101e+02
4.740000000000006253e+01,4.739336999999999733e+01,2.112277999999999933e-01,4.716980999999999824e+01,5.588332999999999773e-01,-1.629384000000000015e+02
4.760000000000006537e+01,4.739336999999999733e+01,2.076322999999999919e-01,4.728132000000000090e+01,5.510882999999999754e-01,-1.612322000000000060e+02
4.780000000000006821e+01,4.761905000000000143e+01,2.176519000000000092e-01,4.761905000000000143e+01,5.571336999999999540e-01,-1.654285999999999888e+02
4.800000000000007105e+01,4.761905000000000143e+01,2.090716999999999992e-01,4.784689000000000192e+01,5.363284000000000384e-01,-1.568571000000000026e+02
4.850000000000000000e+01,4.807692000000000121e+01,2.099310000000000065e-01,4.807692000000000121e+01,5.286349000000000187e-01,-1.635577000000000112e+02
4.900000000000000000e+01,4.854368999999999801e+01,2.066398000000000124e-01,4.830917999999999779e+01,5.101065000000000182e-01,-1.608695999999999913e+02
4.950000000000000000e+01,4.889976000000000056e+01,2.067755000000000010e-01,4.926107999999999976e+01,4.921020999999999868e-01,-1.610757999999999868e+02
5.000000000000000000e+01,4.950495000000000090e+01,2.065556000000000059e-01,4.975124000000000279e+01,4.747698000000000196e-01,-1.577228000000000065e+02
5.050000000000000000e+01,5.000000000000000000e+01,2.097969000000000084e-01,5.000000000000000000e+01,4.595442000000000138e-01,-1.485000000000000000e+02
5.100000000000000000e+01,5.050504999999999711e+01,2.043876000000000026e-01,5.025126000000000204e+01,4.366809999999999858e-01,-1.481818000000000097e+02
5.150000000000000000e+01,5.102040999999999826e+01,2.056174000000000057e-01,5.102040999999999826e+01,4.252577000000000162e-01,-1.496939000000000135e+02
5.200000000000000000e+01,5.154639000000000237e+01,2.044173999999999991e-01,5.154639000000000237e+01,4.059182000000000068e-01,-1.430768999999999949e+02
5.250000000000000000e+01,5.208332999999999657e+01,2.077389000000000041e-01,5.208332999999999657e+01,3.976541000000000103e-01,-1.434375000000000000e+02
5.300000000000000000e+01,5.235602000000000089e+01,2.113656999999999897e-01,5.263157999999999959e+01,3.920736000000000221e-01,-1.404189000000000078e+02
5.350000000000000000e+01,5.291004999999999825e+01,2.006859000000000004e-01,5.291004999999999825e+01,3.598875999999999742e-01,-1.323810000000000002e+02
5.400000000000000000e+01,5.347594000000000136e+01,2.051390999999999909e-01,5.347594000000000136e+01,3.546484999999999776e-01,-1.395722000000000094e+02
5.450000000000000000e+01,5.405404999999999660e+01,2.030481000000000091e-01,5.405404999999999660e+01,3.345441000000000109e-01,-1.332973000000000070e+02
5.500000000000000000e+01,5.464480999999999966e+01,2.027179000000000064e-01,5.434781999999999869e+01,3.232422999999999824e-01,-1.386885000000000048e+02
5.550000000000000000e+01,5.494505000000000194e+01,2.098620999999999959e-01,5.524862000000000251e+01,3.221280999999999728e-01,-1.335165000000000077e+02
5.600000000000000000e+01,5.524862000000000251e+01,1.995480000000000032e-01,5.555555999999999983e+01,3.049080000000000124e-01,-1.362430999999999983e+02
5.650000000000000000e+01,5.586592000000000269e+01,2.078366000000000102e-01,5.586592000000000269e+01,3.080698000000000047e-01,-1.324719000000000051e+02
5.700000000000000000e+01,5.649718000000000018e+01,2.014411000000000118e-01,5.649718000000000018e+01,2.867946000000000106e-01,-1.311863999999999919e+02
5.750000000000000000e+01,5.714285999999999888e+01,2.018850000000000089e-01,5.681817999999999813e+01,2.802375999999999756e-01,-1.306286000000000058e+02
5.800000000000000000e+01,5.747126000000000090e+01,2.038069999999999882e-01,5.747126000000000090e+01,2.733356000000000119e-01,-1.293103000000000122e+02
5.850000000000000000e+01,5.813953000000000060e+01,2.126907000000000103e-01,5.780346999999999724e+01,2.750555000000000083e-01,-1.245348999999999933e+02
5.900000000000000000e+01,5.847952999999999690e+01,1.988918000000000075e-01,5.847952999999999690e+01,2.540494999999999837e-01,-1.315789000000000044e+02
5.950000000000000000e+01,5.882352000000000203e+01,2.019562000000000024e-01,5.917159999999999798e+01,2.482468999999999926e-01,-1.281176000000000101e+02
6.000000000000000000e+01,5.952380999999999744e+01,2.159394000000000036e-01,5.917159999999999798e+01,2.555495999999999879e-01,-1.275000000000000000e+02
6.050000000000000000e+01,6.024096000000000117e+01,2.095733999999999930e-01,5.988024000000000058e+01,2.445048999999999972e-01,-1.268675000000000068e+02
6.100000000000000000e+01,6.060605999999999938e+01,2.019586999999999910e-01,6.060605999999999938e+01,2.310236999999999985e-01,-1.276363999999999947e+02
6.150000000000000000e+01,6.097561000000000320e+01,2.032153999999999905e-01,6.097561000000000320e+01,2.263054999999999928e-01,-1.284146000000000072e+02
6.200000000000000000e+01,6.134969000000000250e+01,2.082620000000000027e-01,6.134969000000000250e+01,2.255070999999999881e-01,-1.269938999999999965e+02
6.250000000000000000e+01,6.211180000000000234e+01,2.108996999999999955e-01,6.211180000000000234e+01,2.237860999999999878e-01,-1.330434999999999945e+02
6.300000000000000000e+01,6.250000000000000000e+01,2.079748999999999903e-01,6.289307999999999765e+01,2.155864999999999865e-01,-1.293750000000000000e+02
6.350000000000000000e+01,6.289307999999999765e+01,1.999674999999999925e-01,6.289307999999999765e+01,2.049953999999999943e-01,-1.256603999999999957e+02
6.400000000000000000e+01,6.369427000000000305e+01,2.108960000000000001e-01,6.329113999999999862e+01,2.110789999999999889e-01,-1.272610999999999990e+02
6.450000000000000000e+01,6.410257000000000005e+01,2.072370000000000045e-01,6.410257000000000005e+01,2.016108000000000067e-01,-1.234615000000000009e+02
6.500000000000000000e+01,6.451613000000000397e+01,2.095335000000000114e-01,6.451613000000000397e+01,2.029392999999999891e-01,-1.289031999999999982e+02
6.550000000000000000e+01,6.493506999999999607e+01,2.101837000000000011e-01,6.493506999999999607e+01,2.013099999999999890e-01,-1.274026000000000067e+02
6.600000000000000000e+01,6.535947000000000173e+01,2.056124000000000007e-01,6.578946999999999434e+01,1.939771000000000134e-01,-1.235293999999999954e+02
6.650000000000000000e+01,6.578946999999999434e+01,2.015305000000000013e-01,6.622517000000000564e+01,1.875263000000000069e-01,-1.219736999999999938e+02
6.700000000000000000e+01,6.622517000000000564e+01,2.068345000000000045e-01,6.622517000000000564e+01,1.894341999999999970e-01,-1.260000000000000000e+02
6.750000000000000000e+01,6.711409999999999343e+01,2.025619999999999921e-01,6.711409999999999343e+01,1.837569000000000008e-01,-1.292616999999999905e+02
6.800000000000000000e+01,6.756757000000000346e+01,1.993930999999999898e-01,6.711409999999999343e+01,1.787144999999999984e-01,-1.325675999999999988e+02
6.850000000000000000e+01,6.802720999999999663e+01,2.055304000000000020e-01,6.802720999999999663e+01,1.813603000000000021e-01,-1.236735000000000042e+02
6.900000000000000000e+01,6.849314999999999998e+01,2.031647000000000036e-01,6.849314999999999998e+01,1.766756999999999911e-01,-1.269863000000000000e+02
6.950000000000000000e+01,6.944444000000000017e+01,2.005656000000000105e-01,6.896551999999999794e+01,1.726127000000000078e-01,-1.237500000000000000e+02
7.000000000000000000e+01,6.896551999999999794e+01,1.977097999999999911e-01,6.944444000000000017e+01,1.683553000000000133e-01,-1.278620999999999981e+02
7.050000000000000000e+01,7.042252999999999474e+01,2.031241000000000019e-01,6.993007000000000062e+01,1.709563000000000055e-01,-1.246153999999999940e+02
7.100000000000000000e+01,7.092198000000000491e+01,2.012232999999999938e-01,7.092198000000000491e+01,1.674557000000000129e-01,-1.289362000000000137e+02
7.150000000000000000e+01,7.092198000000000491e+01,1.999966999999999995e-01,7.092198000000000491e+01,1.639687999999999979e-01,-1.238298000000000059e+02
7.200000000000000000e+01,7.142856999999999346e+01,1.995385000000000075e-01,7.142856999999999346e+01,1.610064999999999968e-01,-1.272857000000000056e+02
7.250000000000000000e+01,7.194244999999999379e+01,1.979756000000000016e-01,7.194244999999999379e+01,1.578431999999999891e-01,-1.256115000000000066e+02
7.300000000000000000e+01,7.246376999999999668e+01,2.035360999999999976e-01,7.246376999999999668e+01,1.604559000000000124e-01,-1.239129999999999967e+02
7.350000000000000000e+01,7.299269999999999925e+01,2.040780000000000094e-01,7.299269999999999925e+01,1.577379999999999893e-01,-1.248174999999999955e+02
7.400000000000000000e+01,7.352940999999999860e+01,2.025411000000000017e-01,7.352940999999999860e+01,1.550322000000000089e-01,-1.257352999999999952e+02
7.450000000000000000e+01,7.407407000000000608e+01,2.026364999999999972e-01,7.407407000000000608e+01,1.526906000000000097e-01,-1.266667000000000058e+02
7.500000000000000000e+01,7.462686999999999671e+01,2.038996999999999893e-01,7.462686999999999671e+01,1.501345000000000041e-01,-1.249253999999999962e+02
7.550000000000000000e+01,7.518797000000000708e+01,2.026586999999999972e-01,7.518797000000000708e+01,1.474735000000000074e-01,-1.258646999999999991e+02
7.600000000000000000e+01,7.518797000000000708e+01,2.013290000000000080e-01,7.575758000000000436e+01,1.448331999999999953e-01,-1.268182000000000045e+02
7.650000000000000000e+01,7.575758000000000436e+01,2.060085999999999862e-01,7.575758000000000436e+01,1.460992999999999875e-01,-1.250382000000000033e+02
7.700000000000000000e+01,7.692306999999999562e+01,2.055404999999999871e-01,7.692306999999999562e+01,1.438715999999999884e-01,-1.246153999999999940e+02
7.750000000000000000e+01,7.692306999999999562e+01,2.051145000000000052e-01,7.692306999999999562e+01,1.417695999999999956e-01,-1.232308000000000021e+02
7.800000000000000000e+01,7.751937999999999818e+01,2.100732999999999906e-01,7.751937999999999818e+01,1.427508000000000110e-01,-1.283720999999999890e+02
7.850000000000000000e+01,7.812500000000000000e+01,2.100478000000000067e-01,7.812500000000000000e+01,1.404612000000000083e-01,-1.279688000000000017e+02
7.900000000000000000e+01,7.874016000000000304e+01,2.101957999999999882e-01,7.874016000000000304e+01,1.381833000000000089e-01,-1.261417000000000002e+02
7.950000000000000000e+01,7.936508000000000607e+01,2.087815000000000087e-01,7.936508000000000607e+01,1.365863999999999967e-01,-1.300000000000000000e+02
8.000000000000000000e+01,8.000000000000000000e+01,2.078694000000000097e-01,7.936508000000000607e+01,1.342716999999999938e-01,-1.252800000000000011e+02
8.050000000000000000e+01,8.000000000000000000e+01,2.071237999999999968e-01,8.000000000000000000e+01,1.324002999999999985e-01,-1.252800000000000011e+02
8.100000000000000000e+01,8.064516000000000417e+01,2.059396000000000004e-01,8.064516000000000417e+01,1.306733999999999951e-01,-1.233871000000000038e+02
8.150000000000000000e+01,8.064516000000000417e+01,2.106149999999999967e-01,8.130082000000000164e+01,1.318835999999999897e-01,-1.262903000000000020e+02
8.200000000000000000e+01,8.196721999999999753e+01,2.086088000000000109e-01,8.130082000000000164e+01,1.303166000000000047e-01,-1.224590000000000032e+02
8.250000000000000000e+01,8.196721999999999753e+01,2.088383000000000045e-01,8.196721999999999753e+01,1.283672999999999897e-01,-1.254098000000000042e+02
8.300000000000000000e+01,8.264463000000000648e+01,2.078544999999999976e-01,8.264463000000000648e+01,1.267902999999999947e-01,-1.234711000000000070e+02
8.350000000000000000e+01,8.333334000000000685e+01,2.063979999999999981e-01,8.333334000000000685e+01,1.254926000000000097e-01,-1.275000000000000000e+02
8.400000000000000000e+01,8.333334000000000685e+01,2.051395000000000024e-01,8.333334000000000685e+01,1.238734999999999975e-01,-1.275000000000000000e+02
8.450000000000000000e+01,8.403361999999999910e+01,2.039526999999999868e-01,8.403361999999999910e+01,1.223991999999999997e-01,-1.245000000000000000e+02
8.500000000000000000e+01,8.474576000000000420e+01,2.032831999999999972e-01,8.474576000000000420e+01,1.209703000000000028e-01,-1.235592999999999932e+02
8.550000000000000000e+01,8.403361999999999910e+01,2.018725000000000103e-01,8.547008999999999901e+01,1.196123999999999937e-01,-1.225210000000000008e+02
8.600000000000000000e+01,8.547008999999999901e+01,2.007550999999999919e-01,8.547008999999999901e+01,1.182764000000000038e-01,-1.215384999999999991e+02
8.650000000000000000e+01,8.547008999999999901e+01,1.996256999999999893e-01,8.547008999999999901e+01,1.167393999999999932e-01,-1.246153999999999940e+02
8.700000000000000000e+01,8.695651999999999759e+01,2.033995000000000108e-01,8.695651999999999759e+01,1.181056999999999940e-01,-1.299130000000000109e+02
8.750000000000000000e+01,8.695651999999999759e+01,2.034804000000000057e-01,8.695651999999999759e+01,1.169204999999999967e-01,-1.267826000000000022e+02
8.800000000000000000e+01,8.771930000000000405e+01,2.033413000000000026e-01,8.771930000000000405e+01,1.158018999999999993e-01,-1.278947000000000003e+02
8.850000000000000000e+01,8.849557000000000073e+01,2.024507000000000112e-01,8.771930000000000405e+01,1.145541999999999949e-01,-1.247368000000000023e+02
8.900000000000000000e+01,8.771930000000000405e+01,2.014847999999999917e-01,8.849557000000000073e+01,1.130666000000000032e-01,-1.247368000000000023e+02
8.950000000000000000e+01,8.849557000000000073e+01,2.011008999999999991e-01,8.849557000000000073e+01,1.117673000000000000e-01,-1.194689999999999941e+02
9.000000000000000000e+01,8.928571999999999775e+01,2.012410000000000032e-01,8.928571999999999775e+01,1.106118999999999991e-01,-1.301785999999999888e+02
9.050000000000000000e+01,8.928571999999999775e+01,2.062246000000000079e-01,9.090909000000000617e+01,1.117123000000000005e-01,-1.269642999999999944e+02
9.100000000000000000e+01,9.090909000000000617e+01,2.060146999999999951e-01,9.009010000000000673e+01,1.105097000000000024e-01,-1.292726999999999862e+02
9.150000000000000000e+01,9.090909000000000617e+01,2.055609999999999937e-01,9.174312000000000467e+01,1.093825999999999965e-01,-1.292726999999999862e+02
9.200000000000000000e+01,9.259259000000000128e+01,2.055350999999999984e-01,9.174312000000000467e+01,1.082843000000000000e-01,-1.271560000000000059e+02
9.250000000000000000e+01,9.174312000000000467e+01,2.058303999999999967e-01,9.174312000000000467e+01,1.073254000000000014e-01,-1.271560000000000059e+02
9.300000000000000000e+01,9.259259000000000128e+01,2.052740000000000120e-01,9.259259000000000128e+01,1.060206999999999955e-01,-1.238532000000000011e+02
9.350000000000000000e+01,9.259259000000000128e+01,2.057702999999999893e-01,9.345793999999999357e+01,1.053545000000000037e-01,-1.295327000000000055e+02
9.400000000000000000e+01,9.345793999999999357e+01,2.056248999999999993e-01,9.345793999999999357e+01,1.042754000000000042e-01,-1.261681999999999988e+02
9.450000000000000000e+01,9.433961999999999648e+01,2.056124000000000007e-01,9.433961999999999648e+01,1.032928000000000041e-01,-1.205660000000000025e+02
9.500000000000000000e+01,9.433961999999999648e+01,2.060594000000000037e-01,9.433961999999999648e+01,1.023894000000000054e-01,-1.273585000000000065e+02
9.550000000000000000e+01,9.433961999999999648e+01,2.059330000000000049e-01,9.523810000000000286e+01,1.014195999999999986e-01,-1.273585000000000065e+02
9.600000000000000000e+01,9.523810000000000286e+01,2.060079999999999967e-01,9.523810000000000286e+01,1.004353999999999941e-01,-1.228846000000000060e+02
9.650000000000000000e+01,9.615385000000000559e+01,2.046730999999999967e-01,9.615385000000000559e+01,9.963144000000000167e-02,-1.228846000000000060e+02
9.700000000000000000e+01,9.615385000000000559e+01,2.043560000000000099e-01,9.708737999999999602e+01,9.910955000000000459e-02,-1.228846000000000060e+02
9.750000000000000000e+01,9.803922000000000025e+01,2.041128000000000109e-01,9.803922000000000025e+01,9.807847000000000093e-02,-1.135922000000000054e+02
