# Frequency, Frequency_g, g, Frequency_V, RMS_V, Phase_V
9.800000000000000000e+01,9.900990000000000180e+01,6.618712999999999680e-02,9.708737999999999602e+01,3.241274000000000238e-02,-1.323529000000000053e+02
9.850000000000000000e+01,9.708737999999999602e+01,6.594292000000000209e-02,9.803922000000000025e+01,3.197527000000000008e-02,-1.310680000000000121e+02
9.900000000000000000e+01,9.900990000000000180e+01,6.562128999999999879e-02,9.900990000000000180e+01,3.188504000000000338e-02,-1.407921000000000049e+02
9.950000000000000000e+01,9.900990000000000180e+01,6.586781999999999360e-02,9.900990000000000180e+01,3.166241999999999668e-02,-1.372276999999999987e+02
1.000000000000000000e+02,1.000000000000000000e+02,6.519957999999999310e-02,1.000000000000000000e+02,3.138156999999999752e-02,-1.314000000000000057e+02
1.020000000000000000e+02,1.000000000000000000e+02,6.487466000000000066e-02,1.010100999999999942e+02,3.100065000000000112e-02,-1.242000000000000028e+02
1.040000000000000000e+02,1.041667000000000058e+02,6.364775000000000293e-02,1.020408000000000044e+02,3.029338000000000169e-02,-1.368750000000000000e+02
1.060000000000000000e+02,1.041667000000000058e+02,6.398004000000000191e-02,1.041667000000000058e+02,2.941997999999999835e-02,-1.256250000000000000e+02
1.080000000000000000e+02,1.075268999999999977e+02,6.374530999999999947e-02,1.075268999999999977e+02,2.865894000000000080e-02,-1.335483999999999867e+02
1.100000000000000000e+02,1.075268999999999977e+02,6.577504000000000683e-02,1.075268999999999977e+02,2.907859999999999959e-02,-1.232609000000000066e+02
1.120000000000000000e+02,1.098901000000000039e+02,6.588040000000000562e-02,1.092895999999999930e+02,2.814528999999999989e-02,-1.325275000000000034e+02
1.140000000000000000e+02,1.123596000000000004e+02,6.626197999999999810e-02,1.162790999999999997e+02,2.743670000000000136e-02,-1.395506000000000029e+02
1.160000000000000000e+02,1.136363999999999947e+02,6.578133999999999371e-02,1.129943999999999988e+02,2.670656999999999892e-02,-1.329545999999999992e+02
1.180000000000000000e+02,1.176470000000000056e+02,6.471941999999999973e-02,1.149424999999999955e+02,2.612665000000000126e-02,-1.334117999999999995e+02
1.200000000000000000e+02,1.176470000000000056e+02,6.381831000000000309e-02,1.176470000000000056e+02,2.550138999999999878e-02,-1.376470999999999947e+02
1.220000000000000000e+02,1.219512000000000000e+02,6.340590000000000115e-02,1.197604999999999933e+02,2.505452999999999847e-02,6.214285999999999888e+01
1.240000000000000000e+02,1.234568000000000012e+02,6.591542000000000234e-02,1.204818999999999960e+02,2.554031999999999830e-02,-1.400000000000000000e+02
1.260000000000000000e+02,1.250000000000000000e+02,6.527288000000000534e-02,1.265823000000000036e+02,2.495729000000000003e-02,-1.417500000000000000e+02
1.280000000000000000e+02,1.234568000000000012e+02,6.516929000000000471e-02,1.282050999999999874e+02,2.459070000000000006e-02,-1.355554999999999950e+02
1.300000000000000000e+02,1.298701000000000079e+02,6.555693999999999411e-02,1.282050999999999874e+02,2.422890999999999934e-02,-1.472726999999999862e+02
1.320000000000000000e+02,1.298701000000000079e+02,6.500261000000000233e-02,1.388889000000000067e+02,2.363256999999999858e-02,-1.492104999999999961e+02
1.340000000000000000e+02,1.315789000000000044e+02,6.464567999999999703e-02,1.315789000000000044e+02,2.331340999999999969e-02,-1.464000000000000057e+02
1.360000000000000000e+02,1.351350999999999942e+02,6.639660000000000006e-02,1.351350999999999942e+02,2.363745000000000082e-02,-1.483783999999999992e+02
1.380000000000000000e+02,1.351350999999999942e+02,6.539225999999999372e-02,1.351350999999999942e+02,2.321074999999999874e-02,-1.435134999999999934e+02
1.400000000000000000e+02,1.385041999999999973e+02,7.047826000000000091e-02,1.394699999999999989e+02,2.310475000000000029e-02,-1.460942000000000007e+02
1.420000000000000000e+02,1.408451000000000022e+02,6.762171999999999628e-02,1.412428999999999917e+02,2.246097000000000024e-02,7.047887000000000057e+01
1.440000000000000000e+02,1.420455000000000041e+02,7.027809000000000139e-02,9.940358000000000516e+01,2.241980000000000015e-02,2.178409000000000049e+02
1.460000000000000000e+02,1.445087000000000046e+02,6.961269000000000484e-02,1.440921999999999912e+02,2.280124000000000040e-02,5.394812000000000296e+01
1.480000000000000000e+02,1.449275000000000091e+02,6.821225000000000205e-02,1.550388000000000090e+02,2.201459999999999875e-02,2.144347999999999956e+02
1.500000000000000000e+02,1.470587999999999909e+02,6.864020999999999317e-02,1.021450999999999993e+02,2.167733999999999980e-02,2.140827999999999918e+02
