# Frequency, Frequency_g, g, Frequency_V, RMS_V, Phase_V
3.200000000000000000e+01,3.164556999999999931e+01,1.350910999999999917e-01,3.164556999999999931e+01,1.277240000000000042e-01,1.070885999999999996e+02
3.250000000000000000e+01,3.205127999999999844e+01,1.334220000000000128e-01,3.164556999999999931e+01,1.300437000000000121e-01,1.084615000000000009e+02
3.300000000000000000e+01,3.246752999999999645e+01,1.383716999999999864e-01,3.289473999999999876e+01,1.380724999999999869e-01,1.098700999999999937e+02
3.350000000000000000e+01,3.300330000000000297e+01,1.405316000000000065e-01,3.300330000000000297e+01,1.484953999999999996e-01,1.120922999999999945e+02
3.400000000000000000e+01,3.361345000000000027e+01,1.377164999999999917e-01,3.344481999999999999e+01,1.541905000000000081e-01,1.117450000000000045e+02
3.450000000000000000e+01,3.448275999999999897e+01,1.367356000000000127e-01,3.395586000000000126e+01,1.609822999999999948e-01,1.132652999999999963e+02
3.500000000000000000e+01,3.436426000000000158e+01,1.358852999999999867e-01,3.448275999999999897e+01,1.673909000000000091e-01,1.148276000000000039e+02
3.550000000000000000e+01,3.496502999999999872e+01,1.337321999999999955e-01,3.502626999999999668e+01,1.749536999999999898e-01,1.172535000000000025e+02
3.600000000000000000e+01,3.546099000000000245e+01,1.329671000000000047e-01,3.546099000000000245e+01,1.838024000000000047e-01,1.155318999999999932e+02
3.650000000000000000e+01,3.603603999999999985e+01,1.347260999999999875e-01,3.597122999999999848e+01,1.982086999999999877e-01,1.193547999999999973e+02
3.700000000000000000e+01,3.636363999999999663e+01,1.329499000000000097e-01,3.649634999999999962e+01,2.070252999999999954e-01,1.184727000000000032e+02
3.750000000000000000e+01,3.717472000000000065e+01,1.309582999999999997e-01,3.703703999999999752e+01,2.154816999999999982e-01,1.211152000000000015e+02
3.800000000000000000e+01,3.731342999999999677e+01,1.328938000000000064e-01,3.759398999999999802e+01,2.319953999999999905e-01,1.175373000000000019e+02
3.850000000000000000e+01,3.787879000000000218e+01,1.304388999999999965e-01,3.802280999999999977e+01,2.417346999999999968e-01,1.220454000000000008e+02
3.900000000000000000e+01,3.831416999999999717e+01,1.301421000000000106e-01,3.846153999999999940e+01,2.509987000000000190e-01,1.248276000000000039e+02
3.950000000000000000e+01,3.906250000000000000e+01,1.318256999999999901e-01,3.906250000000000000e+01,2.683230999999999811e-01,1.272656000000000063e+02
4.000000000000000000e+01,3.937008000000000152e+01,1.320092999999999961e-01,3.952568999999999733e+01,2.785020000000000273e-01,1.254330999999999960e+02
4.050000000000000000e+01,4.016064000000000078e+01,1.368969999999999909e-01,4.016064000000000078e+01,2.986658999999999842e-01,1.293976000000000113e+02
4.100000000000000000e+01,4.048582999999999998e+01,1.346883000000000108e-01,4.048582999999999998e+01,3.093055000000000110e-01,1.328225999999999942e+02
4.150000000000000000e+01,4.081633000000000067e+01,1.359370000000000023e-01,4.081633000000000067e+01,3.290617000000000125e-01,1.385184999999999889e+02
4.200000000000000000e+01,4.149376999999999782e+01,1.350430999999999993e-01,4.149376999999999782e+01,3.394235999999999920e-01,1.426555999999999926e+02
4.250000000000000000e+01,4.219409000000000276e+01,1.374177000000000037e-01,4.201680999999999955e+01,3.504215999999999998e-01,1.468618999999999915e+02
4.300000000000000000e+01,4.219409000000000276e+01,1.364123999999999892e-01,4.237288000000000210e+01,3.606479000000000212e-01,1.554893999999999892e+02
4.320000000000000284e+01,4.291846000000000316e+01,1.326881000000000033e-01,4.291846000000000316e+01,3.689286999999999983e-01,1.614592000000000098e+02
4.340000000000000568e+01,4.329003999999999763e+01,1.335886000000000018e-01,4.310345000000000226e+01,3.736317000000000110e-01,1.597402999999999906e+02
4.360000000000000853e+01,4.366812000000000182e+01,1.368892999999999915e-01,4.329003999999999763e+01,3.881186999999999832e-01,1.628571000000000026e+02
4.380000000000001137e+01,4.385965000000000202e+01,1.390393000000000046e-01,4.366812000000000182e+01,3.911949000000000121e-01,1.642104999999999961e+02
4.400000000000001421e+01,4.385965000000000202e+01,1.367317999999999867e-01,4.366812000000000182e+01,3.938944999999999808e-01,1.618420999999999879e+02
4.420000000000001705e+01,4.385965000000000202e+01,1.404025000000000134e-01,4.405286000000000257e+01,4.080691000000000179e-01,1.680531000000000006e+02
4.440000000000001990e+01,4.405286000000000257e+01,1.401844999999999897e-01,4.424779000000000195e+01,4.081461000000000117e-01,1.752423000000000002e+02
4.460000000000002274e+01,4.405286000000000257e+01,1.407363000000000086e-01,4.424779000000000195e+01,4.091976999999999975e-01,1.704846000000000004e+02
4.480000000000002558e+01,4.484304999999999808e+01,1.424495000000000067e-01,4.464285999999999888e+01,4.102349000000000134e-01,1.751570000000000107e+02
4.500000000000002842e+01,4.484304999999999808e+01,1.416254000000000124e-01,4.484304999999999808e+01,4.098424999999999985e-01,1.735425999999999931e+02
4.520000000000003126e+01,4.504505000000000337e+01,1.409804000000000057e-01,4.504505000000000337e+01,4.094939000000000218e-01,1.743242999999999938e+02
4.540000000000003411e+01,4.504505000000000337e+01,1.403753000000000084e-01,4.504505000000000337e+01,4.092708999999999930e-01,1.759459999999999980e+02
4.560000000000003695e+01,4.524886999999999659e+01,1.404567999999999928e-01,4.524886999999999659e+01,4.081141999999999825e-01,-1.783710000000000093e+02
4.580000000000003979e+01,4.545454000000000150e+01,1.406567999999999985e-01,4.545454000000000150e+01,4.058670999999999807e-01,1.775455000000000041e+02
4.600000000000004263e+01,4.587156000000000233e+01,1.396361999999999881e-01,4.587156000000000233e+01,4.031983000000000095e-01,1.800000000000000000e+02
4.620000000000004547e+01,4.608294999999999675e+01,1.415775999999999979e-01,4.587156000000000233e+01,4.004993000000000025e-01,-1.766819999999999879e+02
4.640000000000004832e+01,4.608294999999999675e+01,1.380067000000000099e-01,4.608294999999999675e+01,3.964212999999999765e-01,-1.766819999999999879e+02
4.660000000000005116e+01,4.651162999999999670e+01,1.406949000000000116e-01,4.629630000000000223e+01,3.926923999999999970e-01,-1.716279000000000110e+02
4.680000000000005400e+01,4.651162999999999670e+01,1.399130000000000096e-01,4.672896999999999679e+01,3.886328000000000005e-01,-1.682790999999999997e+02
4.700000000000005684e+01,4.672896999999999679e+01,1.370066000000000062e-01,4.694836000000000098e+01,3.845920999999999923e-01,-1.640186999999999955e+02
4.720000000000005969e+01,4.694836000000000098e+01,1.437689000000000050e-01,4.694836000000000098e+01,3.951660000000000172e-01,-1.698591000000000122e+02
4.740000000000006253e+01,4.716980999999999824e+01,1.435858000000000134e-01,4.716980999999999824e+01,3.896284999999999887e-01,-1.638678999999999917e+02
4.760000000000006537e+01,4.739336999999999733e+01,1.411050000000000082e-01,4.761905000000000143e+01,3.703450999999999826e-01,-1.629384000000000015e+02
4.780000000000006821e+01,4.761905000000000143e+01,1.441100999999999910e-01,4.761905000000000143e+01,3.763515000000000055e-01,-1.654285999999999888e+02
4.800000000000007105e+01,4.784689000000000192e+01,1.437490999999999908e-01,4.784689000000000192e+01,3.710397999999999752e-01,-1.610526000000000124e+02
4.850000000000000000e+01,4.807692000000000121e+01,1.394938000000000011e-01,4.807692000000000121e+01,3.651434000000000069e-01,-1.566346000000000060e+02
4.900000000000000000e+01,4.854368999999999801e+01,1.413705000000000100e-01,3.246752999999999645e+01,3.517401000000000000e-01,-1.546602000000000032e+02
4.950000000000000000e+01,4.901961000000000013e+01,1.377157999999999993e-01,4.878049000000000035e+01,3.277204000000000228e-01,-1.508823999999999899e+02
5.000000000000000000e+01,4.950495000000000090e+01,1.351447000000000065e-01,4.950495000000000090e+01,3.164143999999999846e-01,-1.541584000000000003e+02
5.050000000000000000e+01,5.000000000000000000e+01,1.397563000000000000e-01,5.012530999999999892e+01,3.151333000000000051e-01,-1.503000000000000114e+02
5.100000000000000000e+01,5.050504999999999711e+01,1.402715999999999963e-01,5.050504999999999711e+01,3.046842000000000161e-01,-1.463635999999999910e+02
5.150000000000000000e+01,5.076142000000000110e+01,1.379894000000000120e-01,5.102040999999999826e+01,2.859719000000000011e-01,-1.511451000000000136e+02
5.200000000000000000e+01,5.154639000000000237e+01,1.309838000000000113e-01,5.154639000000000237e+01,2.683007000000000031e-01,-1.467692000000000121e+02
5.250000000000000000e+01,5.181347000000000236e+01,1.391670999999999880e-01,5.208332999999999657e+01,2.665137000000000200e-01,-1.370983999999999980e+02
5.300000000000000000e+01,5.235602000000000089e+01,1.320734000000000075e-01,5.263157999999999959e+01,2.473561999999999983e-01,-1.404189000000000078e+02
5.350000000000000000e+01,5.319149000000000171e+01,1.331612000000000073e-01,5.291004999999999825e+01,2.416763000000000106e-01,-1.384615000000000009e+02
5.400000000000000000e+01,5.347594000000000136e+01,1.351642999999999872e-01,5.347594000000000136e+01,2.379552000000000056e-01,-1.376469999999999914e+02
5.450000000000000000e+01,5.405404999999999660e+01,1.351429000000000102e-01,5.405404999999999660e+01,2.257701000000000013e-01,-1.332973000000000070e+02
5.500000000000000000e+01,5.464480999999999966e+01,1.355985000000000107e-01,5.434781999999999869e+01,2.244180000000000064e-01,-1.367213000000000136e+02
5.550000000000000000e+01,5.494505000000000194e+01,1.337850999999999901e-01,5.494505000000000194e+01,2.086162000000000016e-01,-1.382319999999999993e+02
5.600000000000000000e+01,5.524862000000000251e+01,1.374504000000000004e-01,5.555555999999999983e+01,2.094116000000000033e-01,-1.302761999999999887e+02
5.650000000000000000e+01,5.586592000000000269e+01,1.310391999999999946e-01,5.586592000000000269e+01,1.971131999999999884e-01,-1.297206999999999937e+02
5.700000000000000000e+01,5.649718000000000018e+01,1.374227000000000087e-01,5.649718000000000018e+01,1.986903999999999892e-01,-1.352541999999999973e+02
5.750000000000000000e+01,5.714285999999999888e+01,1.333570000000000033e-01,5.681817999999999813e+01,1.863609999999999989e-01,-1.285714000000000112e+02
5.800000000000000000e+01,5.747126000000000090e+01,1.327934000000000059e-01,5.747126000000000090e+01,1.805216000000000043e-01,-1.282759000000000071e+02
5.850000000000000000e+01,5.780346999999999724e+01,1.370765999999999929e-01,5.780346999999999724e+01,1.814253000000000116e-01,-1.279769000000000005e+02
5.900000000000000000e+01,5.847952999999999690e+01,1.339646999999999921e-01,5.813953000000000060e+01,1.698031000000000124e-01,-1.248979999999999961e+02
5.950000000000000000e+01,5.882352000000000203e+01,1.333671999999999913e-01,5.917159999999999798e+01,1.640257999999999994e-01,-1.260000000000000000e+02
6.000000000000000000e+01,5.952380999999999744e+01,1.405086999999999864e-01,5.952380999999999744e+01,1.689660000000000051e-01,-1.253571000000000026e+02
6.050000000000000000e+01,5.952380999999999744e+01,1.384432999999999914e-01,5.988024000000000058e+01,1.616344999999999865e-01,-1.275000000000000000e+02
6.100000000000000000e+01,6.060605999999999938e+01,1.337374000000000063e-01,6.060605999999999938e+01,1.536299000000000137e-01,-1.254544999999999959e+02
6.150000000000000000e+01,6.134969000000000250e+01,1.404805000000000081e-01,6.097561000000000320e+01,1.579754999999999909e-01,-1.225767000000000024e+02
6.200000000000000000e+01,6.172838999999999743e+01,1.368574999999999930e-01,6.172838999999999743e+01,1.492104999999999959e-01,-1.277777999999999992e+02
6.250000000000000000e+01,6.211180000000000234e+01,1.361699000000000104e-01,6.211180000000000234e+01,1.464202000000000004e-01,-1.259442999999999984e+02
6.300000000000000000e+01,6.289307999999999765e+01,1.403226999999999947e-01,6.250000000000000000e+01,1.478951000000000016e-01,-1.256603999999999957e+02
6.350000000000000000e+01,6.289307999999999765e+01,1.366153999999999979e-01,6.289307999999999765e+01,1.410289999999999877e-01,-1.301887000000000114e+02
6.400000000000000000e+01,6.329113999999999862e+01,1.401039000000000034e-01,6.329113999999999862e+01,1.413790000000000047e-01,-1.264556999999999931e+02
6.450000000000000000e+01,6.410257000000000005e+01,1.366887999999999992e-01,6.410257000000000005e+01,1.355107999999999868e-01,-1.303846000000000060e+02
6.500000000000000000e+01,6.451613000000000397e+01,1.403225999999999918e-01,6.410257000000000005e+01,1.374112999999999862e-01,-1.289031999999999982e+02
6.550000000000000000e+01,6.493506999999999607e+01,1.383373999999999993e-01,6.535947000000000173e+01,1.320129999999999915e-01,-1.250648999999999944e+02
6.600000000000000000e+01,6.535947000000000173e+01,1.386613999999999902e-01,6.535947000000000173e+01,1.309463999999999906e-01,-1.258824000000000041e+02
6.650000000000000000e+01,6.578946999999999434e+01,1.361978000000000077e-01,6.622517000000000564e+01,1.268781999999999965e-01,-1.267104999999999961e+02
6.700000000000000000e+01,6.666666999999999632e+01,1.336537999999999893e-01,6.622517000000000564e+01,1.229288999999999937e-01,-1.260000000000000000e+02
6.750000000000000000e+01,6.711409999999999343e+01,1.314985999999999933e-01,6.666666999999999632e+01,1.193672000000000066e-01,-1.260000000000000000e+02
6.800000000000000000e+01,6.756757000000000346e+01,1.378552000000000111e-01,6.802720999999999663e+01,1.232628999999999947e-01,-1.228378000000000014e+02
6.850000000000000000e+01,6.825937999999999306e+01,1.347492999999999885e-01,6.802720999999999663e+01,1.201435000000000003e-01,-1.265528999999999940e+02
6.900000000000000000e+01,6.849314999999999998e+01,1.336473999999999995e-01,6.849314999999999998e+01,1.169766000000000000e-01,-1.245204999999999984e+02
6.950000000000000000e+01,6.896551999999999794e+01,1.362634000000000067e-01,6.896551999999999794e+01,1.179392999999999969e-01,-1.228966000000000065e+02
7.000000000000000000e+01,6.944444000000000017e+01,1.344833000000000001e-01,6.944444000000000017e+01,1.150700999999999946e-01,-1.262500000000000000e+02
7.050000000000000000e+01,6.993007000000000062e+01,1.335521000000000069e-01,6.993007000000000062e+01,1.123905999999999933e-01,-1.271329000000000065e+02
7.100000000000000000e+01,7.042252999999999474e+01,1.325375000000000025e-01,7.042252999999999474e+01,1.100344000000000044e-01,-1.238298000000000059e+02
7.150000000000000000e+01,7.092198000000000491e+01,1.310993000000000019e-01,7.092198000000000491e+01,1.078075000000000006e-01,-1.289362000000000137e+02
7.200000000000000000e+01,7.194244999999999379e+01,1.342057000000000111e-01,7.142856999999999346e+01,1.083929000000000004e-01,-1.256115000000000066e+02
7.250000000000000000e+01,7.194244999999999379e+01,1.340831000000000106e-01,7.142856999999999346e+01,1.061720000000000025e-01,-1.230216000000000065e+02
7.300000000000000000e+01,7.246376999999999668e+01,1.332347000000000115e-01,7.246376999999999668e+01,1.043551000000000062e-01,-1.265216999999999956e+02
7.350000000000000000e+01,7.246376999999999668e+01,1.325025999999999982e-01,7.352940999999999860e+01,1.027607999999999994e-01,-1.239129999999999967e+02
7.400000000000000000e+01,7.352940999999999860e+01,1.357095000000000107e-01,7.352940999999999860e+01,1.038059999999999955e-01,-1.266667000000000058e+02
7.450000000000000000e+01,7.407407000000000608e+01,1.357086999999999877e-01,7.407407000000000608e+01,1.019107000000000068e-01,-1.213332999999999942e+02
7.500000000000000000e+01,7.462686999999999671e+01,1.350340999999999902e-01,7.407407000000000608e+01,1.001767999999999964e-01,-1.249253999999999962e+02
7.550000000000000000e+01,7.518797000000000708e+01,1.348237999999999936e-01,7.518797000000000708e+01,9.854873000000000105e-02,-1.312781999999999982e+02
7.600000000000000000e+01,7.575758000000000436e+01,1.347215999999999969e-01,7.575758000000000436e+01,9.692544999999999633e-02,-1.231578999999999979e+02
7.650000000000000000e+01,7.633588000000000306e+01,1.343235000000000123e-01,7.575758000000000436e+01,9.529458000000000373e-02,-1.305343000000000018e+02
7.700000000000000000e+01,7.633588000000000306e+01,1.343863999999999892e-01,7.692306999999999562e+01,9.378807000000000116e-02,-1.277862999999999971e+02
7.750000000000000000e+01,7.751937999999999818e+01,1.341760999999999926e-01,7.692306999999999562e+01,9.229284000000000099e-02,-1.260000000000000000e+02
7.800000000000000000e+01,7.751937999999999818e+01,1.374257999999999869e-01,7.751937999999999818e+01,9.330320000000000280e-02,-1.269766999999999939e+02
7.850000000000000000e+01,7.812500000000000000e+01,1.373234999999999872e-01,7.751937999999999818e+01,9.198626000000000025e-02,-1.279688000000000017e+02
7.900000000000000000e+01,7.812500000000000000e+01,1.365550000000000097e-01,7.812500000000000000e+01,9.070973000000000230e-02,-1.307812999999999874e+02
7.950000000000000000e+01,7.874016000000000304e+01,1.366530999999999996e-01,7.874016000000000304e+01,8.924364999999999382e-02,-1.289764000000000124e+02
8.000000000000000000e+01,8.000000000000000000e+01,1.356485000000000052e-01,8.064516000000000417e+01,8.808623000000000147e-02,-1.252800000000000011e+02
8.050000000000000000e+01,8.000000000000000000e+01,1.356001000000000012e-01,8.000000000000000000e+01,8.662232000000000265e-02,-1.252800000000000011e+02
8.100000000000000000e+01,8.000000000000000000e+01,1.359821999999999975e-01,8.064516000000000417e+01,8.546547999999999645e-02,-1.252800000000000011e+02
8.150000000000000000e+01,8.064516000000000417e+01,1.383555999999999953e-01,8.130082000000000164e+01,8.662045999999999635e-02,-1.204839000000000055e+02
8.200000000000000000e+01,8.196721999999999753e+01,1.377960000000000018e-01,8.130082000000000164e+01,8.560257000000000283e-02,-1.283607000000000085e+02
8.250000000000000000e+01,8.264463000000000648e+01,1.365243999999999902e-01,8.196721999999999753e+01,8.450881000000000365e-02,-1.243902999999999963e+02
8.300000000000000000e+01,8.196721999999999753e+01,1.358412999999999982e-01,8.264463000000000648e+01,8.339678000000000369e-02,-1.224590000000000032e+02
8.350000000000000000e+01,8.333334000000000685e+01,1.359714999999999951e-01,8.264463000000000648e+01,8.252528000000000641e-02,-1.245000000000000000e+02
8.400000000000000000e+01,8.403361999999999910e+01,1.343254000000000115e-01,8.333334000000000685e+01,8.134259000000000628e-02,-1.245000000000000000e+02
8.450000000000000000e+01,8.403361999999999910e+01,1.335622999999999949e-01,8.438818000000000552e+01,8.042744999999999755e-02,-1.255461999999999989e+02
8.500000000000000000e+01,8.474576000000000420e+01,1.329364000000000101e-01,8.403361999999999910e+01,7.950356999999999563e-02,-1.276923000000000030e+02
8.550000000000000000e+01,8.547008999999999901e+01,1.358536999999999939e-01,8.510638000000000147e+01,8.063012999999999431e-02,-1.276923000000000030e+02
8.600000000000000000e+01,8.547008999999999901e+01,1.357474999999999932e-01,8.547008999999999901e+01,7.979490000000000194e-02,-1.215384999999999991e+02
8.650000000000000000e+01,8.620689000000000135e+01,1.347157999999999967e-01,8.620689000000000135e+01,7.895394999999999497e-02,-1.256897000000000020e+02
8.700000000000000000e+01,8.695651999999999759e+01,1.338846999999999954e-01,8.620689000000000135e+01,7.799356999999999818e-02,-1.236521999999999935e+02
8.750000000000000000e+01,8.620689000000000135e+01,1.340700999999999976e-01,8.695651999999999759e+01,7.730365000000000153e-02,-1.225862000000000052e+02
8.800000000000000000e+01,8.771930000000000405e+01,1.328569000000000000e-01,8.695651999999999759e+01,7.640685999999999312e-02,-1.310526000000000124e+02
8.850000000000000000e+01,8.771930000000000405e+01,1.326676999999999995e-01,8.771930000000000405e+01,7.533204999999999762e-02,-1.226548999999999978e+02
8.900000000000000000e+01,8.849557000000000073e+01,1.327409999999999979e-01,8.849557000000000073e+01,7.472868000000000566e-02,-1.290266000000000020e+02
8.950000000000000000e+01,8.849557000000000073e+01,1.325359000000000120e-01,8.928571999999999775e+01,7.395886999999999600e-02,-1.194689999999999941e+02
9.000000000000000000e+01,9.009010000000000673e+01,1.360184999999999866e-01,8.928571999999999775e+01,7.493605000000000405e-02,-1.237500000000000000e+02
9.050000000000000000e+01,9.009010000000000673e+01,1.354645999999999906e-01,9.009010000000000673e+01,7.408799000000000634e-02,-1.216216000000000008e+02
9.100000000000000000e+01,9.090909000000000617e+01,1.372437999999999991e-01,9.090909000000000617e+01,7.357157999999999753e-02,-1.260000000000000000e+02
9.150000000000000000e+01,9.090909000000000617e+01,1.358594999999999942e-01,9.090909000000000617e+01,7.263608000000000564e-02,-1.260000000000000000e+02
9.200000000000000000e+01,9.090909000000000617e+01,1.349916999999999923e-01,9.174312000000000467e+01,7.181078999999999934e-02,-1.292726999999999862e+02
9.250000000000000000e+01,9.174312000000000467e+01,1.350969999999999949e-01,9.174312000000000467e+01,7.111684999999999535e-02,-1.205504999999999995e+02
9.300000000000000000e+01,9.259259000000000128e+01,1.353826999999999947e-01,9.259259000000000128e+01,7.060218999999999523e-02,-1.216667000000000058e+02
9.350000000000000000e+01,9.345793999999999357e+01,1.352880999999999945e-01,9.259259000000000128e+01,6.983852000000000115e-02,-1.228037000000000063e+02
9.400000000000000000e+01,9.345793999999999357e+01,1.385415999999999870e-01,9.433961999999999648e+01,7.091649999999999343e-02,-1.307547000000000139e+02
9.450000000000000000e+01,9.433961999999999648e+01,1.382649999999999990e-01,9.433961999999999648e+01,7.025886000000000631e-02,-1.205660000000000025e+02
9.500000000000000000e+01,9.345793999999999357e+01,1.384814000000000045e-01,9.433961999999999648e+01,6.956703000000000192e-02,-1.194391999999999996e+02
9.550000000000000000e+01,9.523810000000000286e+01,1.389311000000000018e-01,9.523810000000000286e+01,6.877708000000000432e-02,-1.217142999999999944e+02
9.600000000000000000e+01,9.523810000000000286e+01,1.382546000000000053e-01,9.615385000000000559e+01,6.822164999999999480e-02,-1.298077000000000112e+02
9.650000000000000000e+01,9.523810000000000286e+01,1.378714000000000051e-01,9.523810000000000286e+01,6.763307999999999820e-02,-1.320000000000000000e+02
9.700000000000000000e+01,9.615385000000000559e+01,1.383025999999999978e-01,9.708737999999999602e+01,6.704912999999999845e-02,-1.263461999999999961e+02
9.750000000000000000e+01,9.708737999999999602e+01,1.392664999999999875e-01,9.803922000000000025e+01,6.678262999999999561e-02,-1.310680000000000121e+02
